"transaction_id","store_id","employee_id","tran_time","payment_method_id"
3895,5,40,"2025-07-14 00:00:00",1
3896,1,18,"2025-04-25 00:00:00",4
3897,4,7,"2025-06-24 00:00:00",1
3898,2,38,"2025-04-25 00:00:00",1
3899,1,40,"2025-03-05 00:00:00",1
3900,4,14,"2025-04-09 00:00:00",4
3901,5,28,"2025-02-06 00:00:00",2
3902,1,28,"2025-05-25 00:00:00",1
3903,5,47,"2025-05-07 00:00:00",1
3904,2,40,"2025-05-27 00:00:00",3
3905,4,28,"2025-02-10 00:00:00",4
3906,2,46,"2025-06-23 00:00:00",3
3907,5,7,"2025-05-19 00:00:00",4
3908,1,38,"2025-01-04 00:00:00",1
3909,4,38,"2025-07-18 00:00:00",5
3910,4,40,"2025-06-05 00:00:00",3
3911,3,47,"2025-07-07 00:00:00",4
3912,1,14,"2025-05-30 00:00:00",2
3913,5,28,"2025-05-23 00:00:00",2
3914,4,46,"2025-07-27 00:00:00",3
3915,5,24,"2025-07-30 00:00:00",1
3916,2,38,"2025-03-26 00:00:00",3
3917,2,24,"2025-07-15 00:00:00",3
3918,3,3,"2025-07-12 00:00:00",2
3919,2,40,"2025-06-14 00:00:00",4
3920,5,24,"2025-01-20 00:00:00",3
3921,1,40,"2025-04-23 00:00:00",2
3922,4,28,"2025-05-20 00:00:00",4
3923,1,28,"2025-01-12 00:00:00",3
3924,3,46,"2025-05-16 00:00:00",2
3925,1,24,"2025-03-28 00:00:00",4
3926,1,47,"2025-03-02 00:00:00",4
3927,2,28,"2025-03-29 00:00:00",3
3928,4,24,"2025-04-10 00:00:00",4
3929,2,28,"2025-03-04 00:00:00",3
3930,4,47,"2025-06-16 00:00:00",1
3931,4,24,"2025-06-07 00:00:00",3
3932,3,3,"2025-01-02 00:00:00",4
3933,4,28,"2025-06-14 00:00:00",1
3934,3,46,"2025-03-06 00:00:00",4
3935,1,3,"2025-01-02 00:00:00",4
3936,1,38,"2025-03-06 00:00:00",5
3937,5,28,"2025-05-15 00:00:00",3
3938,2,40,"2025-07-04 00:00:00",3
3939,1,24,"2025-06-06 00:00:00",4
3940,3,38,"2025-06-06 00:00:00",3
3941,4,7,"2025-01-02 00:00:00",3
3942,2,14,"2025-03-23 00:00:00",2
3943,5,28,"2025-06-23 00:00:00",1
3944,5,47,"2025-01-16 00:00:00",3
3945,3,14,"2025-03-02 00:00:00",4
3946,2,38,"2025-05-28 00:00:00",1
3947,5,47,"2025-02-11 00:00:00",2
3948,2,46,"2025-03-26 00:00:00",1
3949,1,7,"2025-03-26 00:00:00",1
3950,1,14,"2025-03-27 00:00:00",4
3951,2,24,"2025-03-27 00:00:00",5
3952,5,47,"2025-07-01 00:00:00",1
3953,2,46,"2025-07-05 00:00:00",5
3954,5,3,"2025-04-07 00:00:00",3
3955,4,7,"2025-01-06 00:00:00",1
3956,2,14,"2025-03-23 00:00:00",3
3957,2,14,"2025-06-26 00:00:00",1
3958,4,46,"2025-07-19 00:00:00",3
3959,3,40,"2025-06-07 00:00:00",5
3960,3,7,"2025-07-21 00:00:00",2
3961,3,28,"2025-06-08 00:00:00",4
3962,1,47,"2025-02-18 00:00:00",4
3963,2,3,"2025-04-25 00:00:00",4
3964,4,14,"2025-01-14 00:00:00",5
3965,5,28,"2025-03-07 00:00:00",1
3966,3,18,"2025-03-16 00:00:00",4
3967,3,14,"2025-03-12 00:00:00",1
3968,5,46,"2025-01-14 00:00:00",3
3969,2,47,"2025-04-06 00:00:00",2
3970,3,18,"2025-04-26 00:00:00",3
3971,4,38,"2025-07-15 00:00:00",2
3972,5,38,"2025-01-19 00:00:00",2
3973,2,28,"2025-05-12 00:00:00",2
3974,3,24,"2025-04-02 00:00:00",5
3975,4,3,"2025-06-16 00:00:00",3
3976,4,7,"2025-05-12 00:00:00",2
3977,4,28,"2025-03-26 00:00:00",3
3978,3,40,"2025-03-13 00:00:00",4
3979,4,47,"2025-06-04 00:00:00",2
3980,2,40,"2025-06-20 00:00:00",5
3981,1,3,"2025-07-23 00:00:00",4
3982,5,28,"2025-03-17 00:00:00",2
3983,1,14,"2025-01-11 00:00:00",1
3984,5,24,"2025-07-05 00:00:00",2
3985,1,14,"2025-01-03 00:00:00",1
3986,1,18,"2025-03-09 00:00:00",4
3987,2,3,"2025-02-14 00:00:00",3
3988,4,28,"2025-06-23 00:00:00",4
3989,4,14,"2025-05-14 00:00:00",3
3990,2,24,"2025-03-08 00:00:00",3
3991,4,14,"2025-05-25 00:00:00",2
3992,2,14,"2025-06-14 00:00:00",3
3993,1,47,"2025-02-25 00:00:00",1
3994,4,3,"2025-01-02 00:00:00",3
3995,5,40,"2025-02-09 00:00:00",2
3996,1,3,"2025-03-30 00:00:00",1
3997,1,38,"2025-07-15 00:00:00",2
3998,5,40,"2025-04-15 00:00:00",5
3999,2,46,"2025-07-05 00:00:00",4
4000,4,24,"2025-04-14 00:00:00",3
4001,2,28,"2025-04-09 00:00:00",3
4002,4,40,"2025-01-09 00:00:00",1
4003,4,3,"2025-01-09 00:00:00",2
4004,4,14,"2025-06-12 00:00:00",3
4005,3,28,"2025-06-17 00:00:00",1
4006,3,40,"2025-07-02 00:00:00",1
4007,2,47,"2025-03-02 00:00:00",5
4008,5,38,"2025-06-10 00:00:00",1
4009,3,28,"2025-07-20 00:00:00",3
4010,1,38,"2025-06-28 00:00:00",4
4011,2,38,"2025-07-21 00:00:00",1
4012,4,38,"2025-04-10 00:00:00",3
4013,2,47,"2025-05-02 00:00:00",1
4014,4,40,"2025-07-21 00:00:00",4
4015,2,46,"2025-04-18 00:00:00",1
4016,4,18,"2025-06-08 00:00:00",4
4017,3,24,"2025-05-23 00:00:00",1
4018,1,18,"2025-07-03 00:00:00",3
4019,4,18,"2025-06-10 00:00:00",2
4020,1,14,"2025-05-27 00:00:00",3
4021,3,7,"2025-05-21 00:00:00",1
4022,5,38,"2025-04-04 00:00:00",3
4023,5,47,"2025-04-04 00:00:00",4
4024,2,14,"2025-01-17 00:00:00",2
4025,5,47,"2025-06-08 00:00:00",1
4026,4,14,"2025-07-02 00:00:00",4
4027,3,18,"2025-02-21 00:00:00",3
4028,2,14,"2025-02-15 00:00:00",3
4029,3,40,"2025-03-21 00:00:00",2
4030,5,38,"2025-07-28 00:00:00",4
4031,4,47,"2025-06-18 00:00:00",4
4032,4,3,"2025-01-04 00:00:00",3
4033,3,18,"2025-05-05 00:00:00",4
4034,1,28,"2025-01-18 00:00:00",1
4035,1,28,"2025-01-07 00:00:00",1
4036,5,14,"2025-06-27 00:00:00",1
4037,5,28,"2025-03-04 00:00:00",2
4038,4,3,"2025-01-24 00:00:00",3
4039,3,46,"2025-03-11 00:00:00",4
4040,4,18,"2025-06-16 00:00:00",1
4041,2,28,"2025-04-09 00:00:00",3
4042,2,47,"2025-07-26 00:00:00",3
4043,4,40,"2025-02-06 00:00:00",5
4044,5,18,"2025-03-17 00:00:00",3
4045,2,24,"2025-03-16 00:00:00",4
4046,3,7,"2025-07-19 00:00:00",2
4047,5,38,"2025-01-13 00:00:00",4
4048,2,47,"2025-06-03 00:00:00",3
4049,5,7,"2025-07-22 00:00:00",2
4050,2,40,"2025-03-21 00:00:00",1
4051,1,46,"2025-06-29 00:00:00",3
4052,2,28,"2025-03-01 00:00:00",1
4053,5,18,"2025-06-23 00:00:00",3
4054,1,3,"2025-05-27 00:00:00",4
4055,1,28,"2025-01-22 00:00:00",5
4056,5,18,"2025-05-23 00:00:00",1
4057,3,3,"2025-06-13 00:00:00",2
4058,3,3,"2025-03-11 00:00:00",1
4059,5,18,"2025-07-22 00:00:00",3
4060,3,40,"2025-07-29 00:00:00",2
4061,3,18,"2025-01-21 00:00:00",4
4062,4,18,"2025-07-05 00:00:00",3
4063,4,47,"2025-07-26 00:00:00",3
4064,2,24,"2025-01-22 00:00:00",4
4065,5,47,"2025-06-18 00:00:00",3
4066,4,47,"2025-03-17 00:00:00",4
4067,1,28,"2025-02-25 00:00:00",4
4068,4,24,"2025-04-05 00:00:00",2
4069,1,24,"2025-04-07 00:00:00",2
4070,2,38,"2025-05-28 00:00:00",2
4071,3,3,"2025-01-27 00:00:00",1
4072,3,7,"2025-01-26 00:00:00",3
4073,3,24,"2025-07-18 00:00:00",1
4074,5,38,"2025-07-29 00:00:00",3
4075,5,47,"2025-01-25 00:00:00",3
4076,5,46,"2025-06-20 00:00:00",2
4077,1,28,"2025-07-18 00:00:00",1
4078,5,7,"2025-03-30 00:00:00",2
4079,4,24,"2025-04-12 00:00:00",2
4080,1,38,"2025-05-28 00:00:00",3
4081,5,24,"2025-07-19 00:00:00",1
4082,4,38,"2025-02-04 00:00:00",1
4083,5,47,"2025-01-17 00:00:00",2
4084,2,47,"2025-02-10 00:00:00",2
4085,4,38,"2025-01-19 00:00:00",4
4086,2,38,"2025-06-20 00:00:00",4
4087,1,28,"2025-01-06 00:00:00",1
4088,2,24,"2025-06-28 00:00:00",2
4089,2,14,"2025-01-28 00:00:00",3
4090,3,14,"2025-03-30 00:00:00",1
4091,2,38,"2025-05-02 00:00:00",5
4092,4,28,"2025-05-28 00:00:00",3
4093,3,7,"2025-01-22 00:00:00",4
4094,3,14,"2025-03-15 00:00:00",2
4095,1,24,"2025-06-03 00:00:00",2
4096,4,14,"2025-06-12 00:00:00",4
4097,1,18,"2025-06-25 00:00:00",3
4098,3,18,"2025-04-01 00:00:00",1
4099,1,14,"2025-01-26 00:00:00",1
4100,4,18,"2025-07-07 00:00:00",1
4101,5,40,"2025-06-18 00:00:00",4
4102,1,3,"2025-04-04 00:00:00",3
4103,4,14,"2025-03-10 00:00:00",3
4104,4,7,"2025-04-15 00:00:00",4
4105,1,46,"2025-06-18 00:00:00",3
4106,3,7,"2025-05-22 00:00:00",2
4107,2,14,"2025-07-15 00:00:00",3
4108,4,18,"2025-05-13 00:00:00",4
4109,2,7,"2025-06-18 00:00:00",2
4110,1,28,"2025-01-29 00:00:00",3
4111,5,28,"2025-05-11 00:00:00",2
4112,1,7,"2025-03-06 00:00:00",1
4113,1,18,"2025-06-27 00:00:00",3
4114,1,38,"2025-06-26 00:00:00",3
4115,1,7,"2025-05-03 00:00:00",1
4116,2,28,"2025-05-29 00:00:00",3
4117,2,47,"2025-02-06 00:00:00",2
4118,1,46,"2025-05-09 00:00:00",2
4119,3,7,"2025-07-16 00:00:00",1
4120,4,46,"2025-05-25 00:00:00",1
4121,2,46,"2025-01-14 00:00:00",3
4122,4,28,"2025-03-04 00:00:00",2
4123,2,7,"2025-04-14 00:00:00",4
4124,5,28,"2025-07-05 00:00:00",1
4125,1,46,"2025-03-22 00:00:00",3
4126,2,46,"2025-02-06 00:00:00",1
4127,3,46,"2025-05-16 00:00:00",4
4128,3,38,"2025-01-26 00:00:00",4
4129,2,24,"2025-07-23 00:00:00",3
4130,2,47,"2025-03-03 00:00:00",1
4131,4,3,"2025-01-23 00:00:00",3
4132,1,14,"2025-04-08 00:00:00",1
4133,2,7,"2025-01-04 00:00:00",1
4134,3,24,"2025-03-12 00:00:00",5
4135,5,18,"2025-07-16 00:00:00",3
4136,3,14,"2025-04-15 00:00:00",3
4137,4,28,"2025-02-10 00:00:00",1
4138,2,46,"2025-06-10 00:00:00",1
4139,1,18,"2025-04-26 00:00:00",3
4140,5,24,"2025-03-12 00:00:00",3
4141,3,47,"2025-05-01 00:00:00",4
4142,2,14,"2025-05-21 00:00:00",4
4143,1,18,"2025-03-19 00:00:00",1
4144,2,18,"2025-01-28 00:00:00",2
4145,4,24,"2025-06-02 00:00:00",3
4146,2,47,"2025-05-31 00:00:00",1
4147,1,24,"2025-03-07 00:00:00",4
4148,5,3,"2025-03-14 00:00:00",1
4149,5,24,"2025-02-05 00:00:00",1
4150,5,14,"2025-03-08 00:00:00",1
4151,4,38,"2025-04-08 00:00:00",2
4152,5,24,"2025-04-12 00:00:00",1
4153,4,47,"2025-04-11 00:00:00",3
4154,3,14,"2025-04-11 00:00:00",4
4155,1,14,"2025-03-31 00:00:00",3
4156,5,47,"2025-05-20 00:00:00",1
4157,3,40,"2025-03-24 00:00:00",2
4158,1,7,"2025-04-26 00:00:00",2
4159,4,40,"2025-03-29 00:00:00",4
4160,1,28,"2025-02-19 00:00:00",3
4161,4,46,"2025-02-18 00:00:00",1
4162,5,14,"2025-02-02 00:00:00",1
4163,3,14,"2025-05-01 00:00:00",4
4164,2,7,"2025-04-19 00:00:00",4
4165,3,38,"2025-05-23 00:00:00",3
4166,5,24,"2025-05-02 00:00:00",4
4167,3,24,"2025-01-19 00:00:00",4
4168,1,38,"2025-02-12 00:00:00",2
4169,4,14,"2025-03-22 00:00:00",5
4170,5,18,"2025-01-31 00:00:00",1
4171,4,47,"2025-02-24 00:00:00",1
4172,4,7,"2025-05-03 00:00:00",4
4173,4,24,"2025-06-20 00:00:00",4
4174,2,40,"2025-04-21 00:00:00",1
4175,5,14,"2025-05-10 00:00:00",4
4176,1,46,"2025-06-22 00:00:00",1
4177,4,47,"2025-01-08 00:00:00",4
4178,5,40,"2025-03-24 00:00:00",1
4179,3,7,"2025-07-08 00:00:00",4
4180,4,24,"2025-01-13 00:00:00",1
4181,4,24,"2025-02-16 00:00:00",4
4182,5,40,"2025-05-28 00:00:00",4
4183,5,38,"2025-02-13 00:00:00",4
4184,3,38,"2025-07-16 00:00:00",2
4185,4,14,"2025-01-24 00:00:00",4
4186,4,3,"2025-01-23 00:00:00",2
4187,2,14,"2025-02-18 00:00:00",1
4188,4,40,"2025-07-29 00:00:00",3
4189,5,47,"2025-05-13 00:00:00",4
4190,4,7,"2025-06-11 00:00:00",1
4191,5,28,"2025-01-21 00:00:00",5
4192,2,7,"2025-02-20 00:00:00",3
4193,5,3,"2025-06-01 00:00:00",3
4194,5,24,"2025-05-24 00:00:00",4
4195,1,24,"2025-04-18 00:00:00",4
4196,1,3,"2025-04-16 00:00:00",4
4197,4,14,"2025-02-16 00:00:00",1
4198,4,3,"2025-03-10 00:00:00",4
4199,2,18,"2025-05-16 00:00:00",4
4200,5,28,"2025-02-22 00:00:00",2
4201,2,47,"2025-07-11 00:00:00",1
4202,2,38,"2025-04-24 00:00:00",5
4203,1,7,"2025-01-21 00:00:00",5
4204,2,47,"2025-01-09 00:00:00",4
4205,3,18,"2025-01-14 00:00:00",4
4206,1,14,"2025-06-03 00:00:00",1
4207,4,28,"2025-07-13 00:00:00",1
4208,1,14,"2025-06-05 00:00:00",4
4209,4,3,"2025-05-23 00:00:00",4
4210,1,46,"2025-04-25 00:00:00",3
4211,5,3,"2025-04-21 00:00:00",1
4212,1,46,"2025-04-01 00:00:00",4
4213,4,47,"2025-03-26 00:00:00",4
4214,4,28,"2025-01-10 00:00:00",2
4215,5,14,"2025-01-15 00:00:00",4
4216,2,40,"2025-02-26 00:00:00",3
4217,4,47,"2025-06-16 00:00:00",4
4218,2,40,"2025-03-12 00:00:00",4
4219,4,46,"2025-05-23 00:00:00",3
4220,5,47,"2025-02-07 00:00:00",5
4221,1,28,"2025-05-12 00:00:00",3
4222,5,18,"2025-02-15 00:00:00",3
4223,3,38,"2025-01-02 00:00:00",3
4224,3,24,"2025-07-14 00:00:00",3
4225,1,3,"2025-05-24 00:00:00",1
4226,2,14,"2025-04-18 00:00:00",1
4227,5,47,"2025-06-18 00:00:00",3
4228,1,3,"2025-07-08 00:00:00",4
4229,3,46,"2025-06-13 00:00:00",4
4230,5,3,"2025-02-01 00:00:00",2
4231,4,46,"2025-07-03 00:00:00",2
4232,1,38,"2025-01-12 00:00:00",3
4233,3,3,"2025-06-11 00:00:00",4
4234,4,28,"2025-04-19 00:00:00",1
4235,3,28,"2025-02-16 00:00:00",1
4236,1,40,"2025-04-28 00:00:00",2
4237,4,3,"2025-06-26 00:00:00",1
4238,4,47,"2025-07-15 00:00:00",3
4239,3,18,"2025-05-20 00:00:00",2
4240,5,3,"2025-01-20 00:00:00",3
4241,1,7,"2025-06-03 00:00:00",2
4242,5,40,"2025-03-13 00:00:00",1
4243,1,47,"2025-07-08 00:00:00",5
4244,3,40,"2025-04-21 00:00:00",2
4245,4,14,"2025-06-30 00:00:00",4
4246,5,38,"2025-07-16 00:00:00",1
4247,3,14,"2025-04-22 00:00:00",1
4248,4,24,"2025-06-16 00:00:00",3
4249,3,47,"2025-02-26 00:00:00",3
4250,1,3,"2025-02-18 00:00:00",4
4251,5,3,"2025-04-06 00:00:00",1
4252,5,40,"2025-06-25 00:00:00",5
4253,4,18,"2025-05-08 00:00:00",4
4254,4,40,"2025-06-17 00:00:00",3
4255,4,40,"2025-04-14 00:00:00",1
4256,3,7,"2025-02-03 00:00:00",1
4257,1,28,"2025-07-19 00:00:00",3
4258,2,46,"2025-01-05 00:00:00",2
4259,2,46,"2025-04-03 00:00:00",2
4260,1,7,"2025-05-05 00:00:00",2
4261,5,46,"2025-03-01 00:00:00",1
4262,1,38,"2025-07-09 00:00:00",4
4263,2,38,"2025-03-04 00:00:00",1
4264,2,38,"2025-01-20 00:00:00",4
4265,5,18,"2025-02-12 00:00:00",4
4266,3,47,"2025-05-07 00:00:00",3
4267,1,24,"2025-07-15 00:00:00",4
4268,5,14,"2025-04-10 00:00:00",1
4269,4,7,"2025-01-08 00:00:00",2
4270,5,40,"2025-06-13 00:00:00",2
4271,4,7,"2025-03-18 00:00:00",2
4272,2,24,"2025-04-20 00:00:00",3
4273,1,47,"2025-01-22 00:00:00",2
4274,1,14,"2025-04-06 00:00:00",2
4275,1,40,"2025-03-13 00:00:00",1
4276,1,46,"2025-07-22 00:00:00",4
4277,2,47,"2025-04-08 00:00:00",4
4278,3,46,"2025-03-28 00:00:00",1
4279,1,7,"2025-04-05 00:00:00",3
4280,3,3,"2025-03-09 00:00:00",4
4281,2,47,"2025-01-13 00:00:00",2
4282,3,18,"2025-02-10 00:00:00",1
4283,4,18,"2025-05-22 00:00:00",2
4284,4,3,"2025-03-03 00:00:00",2
4285,4,38,"2025-03-16 00:00:00",4
4286,1,47,"2025-06-22 00:00:00",1
4287,3,40,"2025-03-17 00:00:00",4
4288,2,28,"2025-06-13 00:00:00",1
4289,2,3,"2025-03-27 00:00:00",2
4290,5,18,"2025-06-28 00:00:00",4
4291,5,7,"2025-02-12 00:00:00",4
4292,2,40,"2025-02-21 00:00:00",3
4293,3,28,"2025-01-24 00:00:00",2
4294,4,7,"2025-01-07 00:00:00",4
4295,5,7,"2025-04-05 00:00:00",4
4296,5,7,"2025-04-24 00:00:00",3
4297,4,28,"2025-04-20 00:00:00",2
4298,5,46,"2025-01-11 00:00:00",2
4299,3,40,"2025-04-19 00:00:00",3
4300,5,40,"2025-02-13 00:00:00",3
4301,5,7,"2025-06-14 00:00:00",2
4302,2,14,"2025-05-02 00:00:00",1
4303,5,38,"2025-05-21 00:00:00",3
4304,1,47,"2025-04-13 00:00:00",3
4305,4,28,"2025-05-15 00:00:00",2
4306,4,3,"2025-06-24 00:00:00",2
4307,2,7,"2025-01-11 00:00:00",4
4308,1,38,"2025-07-22 00:00:00",3
4309,4,24,"2025-04-25 00:00:00",2
4310,3,28,"2025-04-11 00:00:00",4
4311,4,38,"2025-04-12 00:00:00",4
4312,1,38,"2025-05-08 00:00:00",1
4313,1,3,"2025-04-21 00:00:00",5
4314,5,7,"2025-03-07 00:00:00",1
4315,5,3,"2025-03-28 00:00:00",3
4316,1,46,"2025-01-10 00:00:00",3
4317,4,28,"2025-04-02 00:00:00",3
4318,5,14,"2025-03-28 00:00:00",1
4319,5,7,"2025-03-20 00:00:00",2
4320,3,28,"2025-03-23 00:00:00",4
4321,5,14,"2025-05-25 00:00:00",4
4322,4,40,"2025-06-20 00:00:00",3
4323,2,46,"2025-03-03 00:00:00",2
4324,5,14,"2025-01-04 00:00:00",5
4325,1,7,"2025-06-03 00:00:00",3
4326,4,47,"2025-03-08 00:00:00",1
4327,1,46,"2025-07-19 00:00:00",3
4328,2,14,"2025-06-06 00:00:00",3
4329,5,38,"2025-07-14 00:00:00",3
4330,5,18,"2025-06-22 00:00:00",4
4331,3,46,"2025-02-24 00:00:00",1
4332,2,3,"2025-05-02 00:00:00",5
4333,3,14,"2025-04-15 00:00:00",4
4334,4,47,"2025-01-13 00:00:00",2
4335,4,24,"2025-04-09 00:00:00",1
4336,5,40,"2025-05-18 00:00:00",2
4337,5,3,"2025-01-02 00:00:00",4
4338,4,7,"2025-07-16 00:00:00",3
4339,5,38,"2025-03-23 00:00:00",2
4340,4,38,"2025-01-09 00:00:00",3
4341,1,18,"2025-01-12 00:00:00",5
4342,1,3,"2025-04-29 00:00:00",4
4343,2,14,"2025-06-12 00:00:00",3
4344,3,38,"2025-02-12 00:00:00",3
4345,2,24,"2025-06-21 00:00:00",3
4346,4,40,"2025-06-25 00:00:00",4
4347,4,47,"2025-02-14 00:00:00",2
4348,3,24,"2025-04-23 00:00:00",1
4349,4,18,"2025-07-09 00:00:00",3
4350,5,3,"2025-01-04 00:00:00",1
4351,4,40,"2025-01-28 00:00:00",1
4352,3,28,"2025-06-14 00:00:00",4
4353,4,38,"2025-04-09 00:00:00",3
4354,2,24,"2025-02-06 00:00:00",3
4355,1,28,"2025-06-28 00:00:00",3
4356,4,47,"2025-03-10 00:00:00",1
4357,4,40,"2025-04-20 00:00:00",4
4358,2,7,"2025-02-15 00:00:00",4
4359,1,3,"2025-03-15 00:00:00",5
4360,3,38,"2025-01-14 00:00:00",3
4361,1,38,"2025-06-19 00:00:00",3
4362,3,38,"2025-06-30 00:00:00",1
4363,1,24,"2025-02-25 00:00:00",3
4364,1,28,"2025-02-17 00:00:00",5
4365,2,7,"2025-06-30 00:00:00",1
4366,5,28,"2025-04-09 00:00:00",1
4367,3,47,"2025-02-26 00:00:00",3
4368,2,28,"2025-01-01 00:00:00",5
4369,3,47,"2025-01-03 00:00:00",3
4370,3,18,"2025-07-26 00:00:00",1
4371,2,24,"2025-03-25 00:00:00",4
4372,5,28,"2025-03-31 00:00:00",3
4373,4,3,"2025-06-20 00:00:00",3
4374,4,28,"2025-02-27 00:00:00",3
4375,4,28,"2025-04-10 00:00:00",5
4376,1,38,"2025-03-06 00:00:00",2
4377,2,18,"2025-04-17 00:00:00",1
4378,1,28,"2025-05-14 00:00:00",4
4379,4,47,"2025-01-24 00:00:00",1
4380,5,18,"2025-07-09 00:00:00",1
4381,2,38,"2025-01-17 00:00:00",1
4382,5,38,"2025-03-27 00:00:00",4
4383,5,14,"2025-01-23 00:00:00",2
4384,1,3,"2025-01-31 00:00:00",2
4385,5,18,"2025-05-08 00:00:00",1
4386,3,38,"2025-05-29 00:00:00",3
4387,5,38,"2025-02-03 00:00:00",3
4388,5,3,"2025-07-29 00:00:00",3
4389,3,46,"2025-01-17 00:00:00",2
4390,4,46,"2025-05-04 00:00:00",1
4391,1,7,"2025-05-01 00:00:00",3
4392,2,46,"2025-03-18 00:00:00",4
4393,4,40,"2025-04-18 00:00:00",1
4394,3,3,"2025-05-07 00:00:00",3
4395,5,14,"2025-03-11 00:00:00",3
4396,3,14,"2025-07-14 00:00:00",4
4397,2,14,"2025-02-02 00:00:00",1
4398,1,14,"2025-01-12 00:00:00",3
4399,1,18,"2025-06-05 00:00:00",1
4400,1,7,"2025-06-11 00:00:00",2
4401,1,46,"2025-05-28 00:00:00",3
4402,5,7,"2025-03-29 00:00:00",2
4403,5,28,"2025-05-30 00:00:00",1
4404,1,7,"2025-01-29 00:00:00",2
4405,4,14,"2025-04-26 00:00:00",4
4406,5,24,"2025-05-09 00:00:00",3
4407,3,24,"2025-03-22 00:00:00",3
4408,4,46,"2025-03-27 00:00:00",3
4409,5,3,"2025-03-03 00:00:00",1
4410,5,46,"2025-02-02 00:00:00",2
4411,3,38,"2025-04-24 00:00:00",3
4412,5,28,"2025-06-12 00:00:00",2
4413,1,28,"2025-02-07 00:00:00",3
4414,2,14,"2025-01-26 00:00:00",1
4415,5,18,"2025-03-06 00:00:00",3
4416,4,38,"2025-04-07 00:00:00",3
4417,2,40,"2025-04-07 00:00:00",3
4418,1,18,"2025-01-06 00:00:00",1
4419,3,18,"2025-03-16 00:00:00",2
4420,5,7,"2025-05-25 00:00:00",4
4421,1,38,"2025-07-21 00:00:00",4
4422,2,24,"2025-05-13 00:00:00",2
4423,1,46,"2025-06-03 00:00:00",3
4424,3,7,"2025-07-24 00:00:00",1
4425,1,18,"2025-06-16 00:00:00",1
4426,5,24,"2025-06-11 00:00:00",3
4427,1,46,"2025-05-19 00:00:00",3
4428,4,3,"2025-02-15 00:00:00",1
4429,3,18,"2025-05-16 00:00:00",2
4430,3,24,"2025-07-04 00:00:00",4
4431,3,46,"2025-05-16 00:00:00",1
4432,1,18,"2025-03-02 00:00:00",3
4433,1,46,"2025-04-12 00:00:00",2
4434,2,46,"2025-07-09 00:00:00",3
4435,5,47,"2025-07-07 00:00:00",2
4436,4,14,"2025-07-28 00:00:00",2
4437,5,40,"2025-03-10 00:00:00",1
4438,1,3,"2025-06-15 00:00:00",4
4439,4,40,"2025-05-27 00:00:00",4
4440,3,3,"2025-01-15 00:00:00",2
4441,5,38,"2025-01-12 00:00:00",3
4442,4,7,"2025-05-16 00:00:00",4
4443,3,3,"2025-03-25 00:00:00",4
4444,1,24,"2025-05-01 00:00:00",2
4445,4,46,"2025-05-08 00:00:00",3
4446,2,46,"2025-01-11 00:00:00",3
4447,5,18,"2025-04-19 00:00:00",2
4448,5,24,"2025-07-26 00:00:00",1
4449,1,47,"2025-06-21 00:00:00",2
4450,5,28,"2025-01-30 00:00:00",1
4451,4,40,"2025-03-10 00:00:00",4
4452,1,14,"2025-05-20 00:00:00",1
4453,2,18,"2025-05-12 00:00:00",1
4454,1,47,"2025-05-10 00:00:00",2
4455,3,18,"2025-01-15 00:00:00",5
4456,5,46,"2025-06-16 00:00:00",4
4457,1,7,"2025-04-27 00:00:00",2
4458,5,28,"2025-02-10 00:00:00",1
4459,3,24,"2025-06-21 00:00:00",1
4460,4,3,"2025-06-03 00:00:00",1
4461,4,14,"2025-04-10 00:00:00",3
4462,5,38,"2025-01-06 00:00:00",1
4463,2,7,"2025-04-10 00:00:00",5
4464,2,14,"2025-07-28 00:00:00",5
4465,2,18,"2025-02-12 00:00:00",3
4466,3,3,"2025-07-27 00:00:00",1
4467,1,14,"2025-03-23 00:00:00",1
4468,3,24,"2025-05-13 00:00:00",2
4469,2,40,"2025-07-06 00:00:00",4
4470,1,14,"2025-06-21 00:00:00",2
4471,5,40,"2025-02-13 00:00:00",4
4472,2,3,"2025-04-17 00:00:00",4
4473,3,38,"2025-02-15 00:00:00",3
4474,5,46,"2025-05-10 00:00:00",1
4475,2,7,"2025-04-26 00:00:00",3
4476,4,14,"2025-03-05 00:00:00",2
4477,1,47,"2025-01-10 00:00:00",3
4478,1,47,"2025-07-05 00:00:00",3
4479,4,47,"2025-03-17 00:00:00",3
4480,5,7,"2025-01-25 00:00:00",1
4481,1,47,"2025-01-09 00:00:00",2
4482,2,47,"2025-01-20 00:00:00",3
4483,5,3,"2025-07-25 00:00:00",1
4484,4,28,"2025-05-16 00:00:00",1
4485,5,3,"2025-06-13 00:00:00",5
4486,4,18,"2025-02-11 00:00:00",3
4487,4,47,"2025-05-15 00:00:00",1
4488,2,28,"2025-07-06 00:00:00",3
4489,3,38,"2025-05-20 00:00:00",1
4490,5,40,"2025-07-17 00:00:00",2
4491,2,7,"2025-07-13 00:00:00",3
4492,2,40,"2025-06-14 00:00:00",4
4493,1,40,"2025-02-20 00:00:00",1
4494,1,24,"2025-05-11 00:00:00",4
4495,3,14,"2025-05-30 00:00:00",1
4496,1,7,"2025-02-09 00:00:00",5
4497,2,28,"2025-06-11 00:00:00",1
4498,3,38,"2025-06-27 00:00:00",1
4499,4,40,"2025-03-17 00:00:00",2
4500,2,47,"2025-02-22 00:00:00",1
4501,2,24,"2025-03-05 00:00:00",1
