"refund_id","original_tran_id","refund_time","employee_id","reason","detailed_id","quantity","amount"
1304,15208,"2025-03-26 00:00:00",3,"Changed mind",40882,"2.000","5.00"
1305,16940,"2025-08-23 00:00:00",28,"Defective",45539,"3.000","21.00"
1306,5196,"2025-07-26 00:00:00",40,"Quality/Expired",13957,"5.000","12.50"
1307,46523,"2025-04-07 00:00:00",14,"Other",125288,"2.000","3.00"
1308,25378,"2025-07-16 00:00:00",28,"Changed mind",68194,"2.000","14.00"
1309,3595,"2025-06-15 00:00:00",40,"Changed mind",9632,"1.000","2.50"
1310,30211,"2025-06-08 00:00:00",47,"Quality/Expired",81191,"1.000","2.00"
1311,20753,"2025-05-23 00:00:00",14,"Changed mind",55756,"2.000","8.00"
1312,23309,"2025-02-13 00:00:00",14,"Changed mind",62614,"1.000","23.57"
1313,27168,"2025-07-01 00:00:00",28,"Quality/Expired",73021,"1.000","2.00"
1314,14778,"2025-04-23 00:00:00",28,"Quality/Expired",39755,"1.000","2.45"
1315,8071,"2025-04-06 00:00:00",38,"Quality/Expired",21729,"2.000","3.60"
1316,6468,"2025-06-07 00:00:00",28,"Wrong item",17409,"2.000","6.00"
1317,18242,"2025-05-11 00:00:00",38,"Quality/Expired",49101,"2.000","18.07"
1318,40073,"2025-03-23 00:00:00",7,"Other",107878,"1.000","11.48"
1319,2839,"2025-06-15 00:00:00",47,"Quality/Expired",7598,"1.000","8.00"
1320,41941,"2025-02-20 00:00:00",18,"Changed mind",112904,"3.000","18.00"
1321,48854,"2025-06-19 00:00:00",18,"Changed mind",131530,"1.000","4.25"
1322,48832,"2025-05-07 00:00:00",3,"Changed mind",131463,"2.000","9.00"
1323,45761,"2025-02-22 00:00:00",38,"Defective",123187,"1.000","8.62"
1324,47280,"2025-03-24 00:00:00",18,"Wrong item",127314,"2.000","7.63"
1325,22097,"2025-02-15 00:00:00",46,"Changed mind",59379,"1.000","1.75"
1326,7946,"2025-07-10 00:00:00",40,"Quality/Expired",21385,"1.000","5.00"
1327,49914,"2025-01-13 00:00:00",7,"Defective",134413,"1.000","9.00"
1328,29262,"2025-03-13 00:00:00",40,"Defective",78571,"1.000","3.80"
1329,6152,"2025-07-09 00:00:00",47,"Defective",16528,"2.000","4.00"
1330,37206,"2025-05-07 00:00:00",47,"Changed mind",100133,"1.000","1.00"
1331,8499,"2025-06-14 00:00:00",3,"Changed mind",22895,"1.000","4.23"
1332,29532,"2025-01-26 00:00:00",40,"Wrong item",79324,"1.000","8.00"
1333,34542,"2025-02-16 00:00:00",38,"Wrong item",92938,"4.000","10.00"
1334,43449,"2025-06-20 00:00:00",7,"Defective",116939,"5.000","12.50"
1335,3702,"2025-05-14 00:00:00",28,"Wrong item",9926,"1.000","1.75"
1336,37206,"2025-05-08 00:00:00",46,"Other",100129,"3.000","5.70"
1337,13852,"2025-07-26 00:00:00",46,"Changed mind",37330,"2.000","6.00"
1338,35224,"2025-03-06 00:00:00",28,"Defective",94801,"2.000","5.00"
1339,20947,"2025-07-16 00:00:00",38,"Defective",56280,"1.000","6.00"
1340,42085,"2025-05-14 00:00:00",18,"Defective",113292,"1.000","15.00"
1341,37441,"2025-04-18 00:00:00",46,"Wrong item",100770,"1.000","4.00"
1342,34783,"2025-03-02 00:00:00",28,"Quality/Expired",93605,"1.000","1.50"
1343,3061,"2025-07-02 00:00:00",46,"Wrong item",8160,"2.000","12.00"
1344,22510,"2025-04-21 00:00:00",7,"Other",60457,"1.000","4.50"
1345,1931,"2025-06-27 00:00:00",40,"Quality/Expired",5170,"1.000","2.50"
1346,27312,"2025-05-29 00:00:00",14,"Changed mind",73398,"1.000","10.00"
1347,38363,"2025-02-24 00:00:00",40,"Changed mind",103261,"1.000","0.80"
1348,12739,"2025-02-13 00:00:00",18,"Wrong item",34336,"1.000","4.00"
1349,19034,"2025-07-09 00:00:00",38,"Defective",51173,"2.000","3.61"
1350,9176,"2025-06-20 00:00:00",18,"Changed mind",24723,"3.000","18.60"
1351,23663,"2025-03-08 00:00:00",7,"Other",63589,"1.000","10.30"
1352,22909,"2025-05-16 00:00:00",46,"Defective",61520,"2.000","9.00"
1353,11653,"2025-04-10 00:00:00",7,"Quality/Expired",31435,"1.000","9.00"
1354,32236,"2025-01-19 00:00:00",38,"Changed mind",86680,"1.000","3.00"
1355,27320,"2025-06-23 00:00:00",46,"Quality/Expired",73418,"1.000","9.00"
1356,3840,"2025-02-03 00:00:00",28,"Other",10307,"1.000","6.00"
1357,3871,"2025-05-30 00:00:00",24,"Changed mind",10396,"1.000","5.00"
1358,13427,"2025-03-09 00:00:00",46,"Changed mind",36200,"1.000","3.50"
1359,19714,"2025-01-10 00:00:00",7,"Wrong item",53036,"3.000","3.60"
1360,22820,"2025-05-11 00:00:00",47,"Quality/Expired",61275,"1.000","30.00"
1361,33128,"2025-07-18 00:00:00",47,"Wrong item",89125,"1.000","15.00"
1362,39534,"2025-05-04 00:00:00",7,"Quality/Expired",106397,"4.000","19.00"
1363,20946,"2025-04-23 00:00:00",47,"Quality/Expired",56278,"1.000","5.00"
1364,4421,"2025-08-18 00:00:00",7,"Quality/Expired",11875,"5.000","20.00"
1365,3318,"2025-02-02 00:00:00",40,"Defective",8872,"5.000","12.25"
1366,11172,"2025-05-07 00:00:00",7,"Wrong item",30075,"2.000","16.00"
1367,10124,"2025-07-04 00:00:00",38,"Wrong item",27283,"2.000","12.00"
1368,34993,"2025-01-24 00:00:00",38,"Changed mind",94190,"1.000","6.00"
1369,46184,"2025-02-23 00:00:00",40,"Changed mind",124347,"2.000","2.00"
1370,39952,"2025-08-13 00:00:00",14,"Defective",107561,"1.000","15.00"
1371,27202,"2025-04-23 00:00:00",18,"Wrong item",73114,"3.000","5.25"
1372,25949,"2025-05-07 00:00:00",47,"Wrong item",69760,"2.000","0.40"
1373,49045,"2025-06-05 00:00:00",46,"Defective",132040,"1.000","4.50"
1374,43945,"2025-05-12 00:00:00",38,"Changed mind",118294,"2.000","12.50"
1375,49850,"2025-06-29 00:00:00",14,"Defective",134241,"2.000","6.00"
1376,44084,"2025-04-30 00:00:00",24,"Changed mind",118677,"5.000","20.00"
1377,14054,"2025-06-04 00:00:00",24,"Changed mind",37868,"1.000","6.10"
1378,8954,"2025-07-08 00:00:00",46,"Other",24123,"2.000","5.00"
1379,24480,"2025-05-25 00:00:00",18,"Changed mind",65806,"2.000","5.00"
1380,43195,"2025-08-05 00:00:00",7,"Quality/Expired",116263,"1.000","9.00"
1381,47954,"2025-07-09 00:00:00",7,"Other",129120,"2.000","9.00"
1382,22094,"2025-07-09 00:00:00",47,"Other",59369,"4.000","16.63"
1383,20882,"2025-01-31 00:00:00",18,"Defective",56106,"2.000","23.20"
1384,7343,"2025-07-14 00:00:00",47,"Quality/Expired",19775,"1.000","5.00"
1385,9836,"2025-07-20 00:00:00",18,"Changed mind",26494,"1.000","5.71"
1386,7553,"2025-03-29 00:00:00",24,"Defective",20318,"3.000","28.50"
1387,4137,"2025-02-17 00:00:00",38,"Changed mind",11110,"2.000","9.50"
1388,4089,"2025-02-07 00:00:00",14,"Defective",10980,"1.000","4.30"
1389,33276,"2025-07-22 00:00:00",40,"Defective",89541,"3.000","36.00"
1390,48203,"2025-08-14 00:00:00",14,"Changed mind",129786,"1.000","10.00"
1391,41587,"2025-05-30 00:00:00",3,"Wrong item",111966,"3.000","18.00"
1392,46316,"2025-07-09 00:00:00",38,"Defective",124712,"2.000","3.60"
1393,9326,"2025-02-09 00:00:00",40,"Quality/Expired",25149,"1.000","3.25"
1394,40135,"2025-06-24 00:00:00",18,"Wrong item",108036,"1.000","4.45"
1395,42682,"2025-02-25 00:00:00",38,"Changed mind",114893,"1.000","4.75"
1396,7449,"2025-05-30 00:00:00",24,"Defective",20047,"1.000","3.50"
1397,27355,"2025-08-30 00:00:00",47,"Quality/Expired",73516,"2.000","24.00"
1398,25150,"2025-05-16 00:00:00",40,"Defective",67605,"1.000","2.10"
1399,34912,"2025-03-07 00:00:00",28,"Changed mind",93959,"2.000","12.00"
1400,36061,"2025-05-18 00:00:00",7,"Quality/Expired",97038,"1.000","6.50"
1401,11488,"2025-05-01 00:00:00",24,"Quality/Expired",30978,"2.000","20.00"
1402,47945,"2025-03-25 00:00:00",40,"Changed mind",129095,"1.000","4.00"
1403,25576,"2025-06-18 00:00:00",38,"Changed mind",68733,"3.000","5.25"
1404,9564,"2025-02-05 00:00:00",28,"Changed mind",25780,"1.000","2.00"
1405,42487,"2025-04-13 00:00:00",7,"Changed mind",114371,"1.000","4.50"
1406,31212,"2025-07-25 00:00:00",3,"Defective",83897,"1.000","5.90"
1407,2893,"2025-08-01 00:00:00",47,"Defective",7730,"2.000","4.74"
1408,29664,"2025-02-02 00:00:00",7,"Defective",79679,"3.000","5.54"
1409,5384,"2025-07-25 00:00:00",18,"Defective",14444,"1.000","1.50"
1410,24353,"2025-07-13 00:00:00",38,"Defective",65462,"2.000","14.64"
1411,31506,"2025-05-31 00:00:00",14,"Quality/Expired",84683,"1.000","6.55"
1412,26939,"2025-06-30 00:00:00",14,"Defective",72406,"3.000","45.00"
1413,18035,"2025-08-17 00:00:00",38,"Changed mind",48521,"1.000","4.70"
1414,7521,"2025-04-05 00:00:00",7,"Changed mind",20228,"1.000","9.00"
1415,42142,"2025-01-14 00:00:00",7,"Quality/Expired",113451,"2.000","12.00"
1416,29904,"2025-08-03 00:00:00",47,"Other",80366,"2.000","9.00"
1417,36002,"2025-01-08 00:00:00",28,"Changed mind",96879,"4.000","8.00"
1418,33153,"2025-08-18 00:00:00",38,"Quality/Expired",89194,"1.000","1.70"
1419,17024,"2025-08-08 00:00:00",7,"Quality/Expired",45774,"2.000","3.00"
1420,39565,"2025-08-02 00:00:00",7,"Changed mind",106485,"1.000","6.20"
1421,17687,"2025-06-15 00:00:00",24,"Changed mind",47564,"2.000","22.64"
1422,49150,"2025-07-20 00:00:00",40,"Changed mind",132324,"3.000","2.18"
1423,29857,"2025-03-10 00:00:00",18,"Quality/Expired",80237,"5.000","14.19"
1424,20532,"2025-05-11 00:00:00",47,"Quality/Expired",55170,"4.000","7.20"
1425,31289,"2025-07-15 00:00:00",28,"Other",84105,"1.000","5.50"
1426,9337,"2025-04-21 00:00:00",40,"Wrong item",25183,"1.000","6.00"
1427,11830,"2025-03-28 00:00:00",14,"Changed mind",31891,"2.000","16.00"
1428,1464,"2025-01-26 00:00:00",40,"Other",3915,"1.000","1.80"
1429,2872,"2025-02-17 00:00:00",18,"Wrong item",7680,"1.000","4.00"
1430,40385,"2025-03-24 00:00:00",28,"Quality/Expired",108714,"1.000","2.27"
1431,35396,"2025-03-07 00:00:00",40,"Quality/Expired",95268,"2.000","4.00"
1432,10373,"2025-04-20 00:00:00",14,"Changed mind",27926,"1.000","1.50"
1433,32867,"2025-01-29 00:00:00",3,"Changed mind",88397,"2.000","7.00"
1434,43076,"2025-05-03 00:00:00",7,"Quality/Expired",115927,"1.000","2.30"
1435,15391,"2025-05-07 00:00:00",14,"Changed mind",41395,"1.000","7.00"
1436,37768,"2025-02-09 00:00:00",18,"Changed mind",101673,"1.000","5.90"
1437,4525,"2025-01-05 00:00:00",40,"Defective",12143,"3.000","7.50"
1438,23390,"2025-05-10 00:00:00",38,"Changed mind",62835,"1.000","2.50"
1439,26042,"2025-08-07 00:00:00",46,"Quality/Expired",70025,"1.000","5.00"
1440,15208,"2025-03-09 00:00:00",7,"Changed mind",40884,"4.000","10.00"
1441,13765,"2025-07-15 00:00:00",7,"Defective",37077,"4.000","12.80"
1442,3739,"2025-07-12 00:00:00",7,"Wrong item",10028,"5.000","11.95"
1443,34266,"2025-04-17 00:00:00",3,"Changed mind",92187,"2.000","30.00"
1444,8190,"2025-03-01 00:00:00",3,"Changed mind",22064,"1.000","5.00"
1445,13443,"2025-01-29 00:00:00",18,"Quality/Expired",36236,"1.000","20.00"
1446,44692,"2025-05-05 00:00:00",7,"Quality/Expired",120315,"2.000","3.00"
1447,364,"2025-01-18 00:00:00",24,"Defective",979,"3.000","29.25"
1448,30738,"2025-06-03 00:00:00",3,"Other",82615,"1.000","4.00"
1449,31080,"2025-01-29 00:00:00",38,"Other",83539,"3.000","16.50"
1450,35270,"2025-06-02 00:00:00",47,"Defective",94929,"4.000","7.60"
1451,11373,"2025-04-15 00:00:00",7,"Quality/Expired",30673,"3.000","7.35"
1452,7665,"2025-08-04 00:00:00",24,"Wrong item",20628,"1.000","0.80"
1453,27111,"2025-06-29 00:00:00",47,"Quality/Expired",72866,"3.000","5.40"
1454,8411,"2025-03-31 00:00:00",14,"Changed mind",22664,"2.000","13.00"
1455,31494,"2025-04-23 00:00:00",24,"Wrong item",84647,"1.000","7.00"
1456,28182,"2025-07-15 00:00:00",46,"Changed mind",75718,"2.000","9.50"
1457,24769,"2025-04-20 00:00:00",18,"Other",66580,"2.000","10.00"
1458,6731,"2025-04-06 00:00:00",24,"Defective",18134,"1.000","18.00"
1459,14064,"2025-05-12 00:00:00",14,"Changed mind",37896,"3.000","36.00"
1460,13935,"2025-05-20 00:00:00",40,"Wrong item",37554,"1.000","6.15"
1461,28752,"2025-04-02 00:00:00",3,"Quality/Expired",77224,"1.000","1.45"
1462,17080,"2025-07-01 00:00:00",14,"Quality/Expired",45929,"3.000","9.00"
1463,1578,"2025-01-30 00:00:00",24,"Defective",4231,"1.000","2.50"
1464,39891,"2025-04-22 00:00:00",14,"Defective",107406,"2.000","6.00"
1465,48271,"2025-06-01 00:00:00",24,"Defective",129976,"2.000","16.00"
1466,32373,"2025-01-13 00:00:00",40,"Changed mind",87028,"2.000","8.00"
1467,19834,"2025-05-30 00:00:00",38,"Wrong item",53354,"1.000","5.00"
1468,13063,"2025-05-21 00:00:00",38,"Defective",35229,"4.000","40.00"
1469,23747,"2025-06-03 00:00:00",24,"Changed mind",63812,"1.000","2.29"
1470,37063,"2025-07-31 00:00:00",40,"Quality/Expired",99744,"2.000","20.00"
1471,5171,"2025-03-15 00:00:00",47,"Changed mind",13890,"3.000","14.25"
1472,8784,"2025-05-25 00:00:00",14,"Changed mind",23656,"2.000","11.00"
1473,40356,"2025-06-21 00:00:00",7,"Wrong item",108625,"1.000","1.75"
1474,35458,"2025-03-21 00:00:00",38,"Quality/Expired",95438,"2.000","12.00"
1475,9581,"2025-05-19 00:00:00",28,"Changed mind",25826,"3.000","13.50"
1476,32485,"2025-05-02 00:00:00",3,"Quality/Expired",87326,"5.000","35.00"
1477,37760,"2025-05-21 00:00:00",46,"Defective",101653,"1.000","2.90"
1478,30581,"2025-04-20 00:00:00",46,"Changed mind",82179,"2.000","4.00"
1479,23889,"2025-04-30 00:00:00",47,"Defective",64181,"4.000","11.20"
1480,44028,"2025-03-13 00:00:00",3,"Wrong item",118521,"3.000","9.00"
1481,21406,"2025-08-29 00:00:00",24,"Quality/Expired",57536,"1.000","25.50"
1482,49067,"2025-03-12 00:00:00",14,"Defective",132100,"2.000","24.00"
1483,47710,"2025-02-16 00:00:00",40,"Defective",128453,"1.000","2.50"
1484,13417,"2025-06-09 00:00:00",3,"Defective",36180,"2.000","5.00"
1485,6803,"2025-05-26 00:00:00",46,"Defective",18327,"4.000","11.14"
1486,38491,"2025-03-15 00:00:00",38,"Other",103611,"1.000","8.00"
1487,41110,"2025-03-17 00:00:00",14,"Changed mind",110688,"1.000","10.00"
1488,35450,"2025-03-19 00:00:00",46,"Other",95416,"1.000","6.30"
1489,39829,"2025-07-26 00:00:00",40,"Changed mind",107234,"1.000","4.36"
1490,34750,"2025-05-03 00:00:00",3,"Changed mind",93506,"1.000","3.00"
1491,19547,"2025-02-23 00:00:00",14,"Changed mind",52565,"1.000","7.50"
1492,33156,"2025-05-13 00:00:00",47,"Defective",89202,"1.000","4.00"
1493,16113,"2025-06-05 00:00:00",3,"Quality/Expired",43336,"1.000","9.50"
1494,6357,"2025-08-08 00:00:00",46,"Changed mind",17094,"3.000","14.40"
1495,29021,"2025-06-04 00:00:00",7,"Defective",77940,"1.000","2.00"
1496,15113,"2025-05-28 00:00:00",47,"Quality/Expired",40635,"2.000","5.30"
1497,32924,"2025-06-06 00:00:00",46,"Wrong item",88571,"2.000","12.00"
1498,1119,"2025-08-13 00:00:00",46,"Defective",2987,"2.000","40.00"
1499,8726,"2025-07-03 00:00:00",28,"Changed mind",23504,"1.000","5.00"
1500,44825,"2025-02-27 00:00:00",28,"Changed mind",120655,"3.000","5.40"
1501,29710,"2025-06-30 00:00:00",40,"Other",79807,"3.000","27.60"
1502,43888,"2025-03-07 00:00:00",46,"Defective",118137,"2.000","16.00"
1503,16874,"2025-03-03 00:00:00",24,"Defective",45377,"1.000","2.40"
1504,20686,"2025-06-30 00:00:00",14,"Changed mind",55589,"1.000","2.50"
1505,24112,"2025-02-03 00:00:00",3,"Wrong item",64810,"1.000","1.20"
1506,32765,"2025-03-06 00:00:00",14,"Changed mind",88118,"1.000","9.00"
1507,2733,"2025-02-04 00:00:00",47,"Defective",7311,"1.000","4.00"
1508,49371,"2025-07-16 00:00:00",14,"Defective",132934,"4.000","6.00"
1509,26369,"2025-05-13 00:00:00",3,"Quality/Expired",70900,"2.000","6.00"
1510,41054,"2025-02-02 00:00:00",40,"Defective",110536,"2.000","5.00"
1511,825,"2025-06-07 00:00:00",7,"Wrong item",2196,"1.000","1.50"
1512,42012,"2025-02-13 00:00:00",14,"Other",113097,"2.000","60.00"
1513,47296,"2025-02-02 00:00:00",18,"Changed mind",127350,"2.000","23.00"
1514,8868,"2025-07-21 00:00:00",7,"Defective",23889,"1.000","4.50"
1515,41667,"2025-02-04 00:00:00",18,"Changed mind",112179,"2.000","10.60"
1516,45438,"2025-03-31 00:00:00",40,"Changed mind",122319,"2.000","9.00"
1517,1362,"2025-06-01 00:00:00",38,"Defective",3651,"1.000","5.63"
1518,45583,"2025-02-13 00:00:00",28,"Quality/Expired",122730,"3.000","24.00"
1519,14148,"2025-06-08 00:00:00",14,"Quality/Expired",38128,"2.000","9.36"
1520,29671,"2025-07-04 00:00:00",28,"Changed mind",79701,"3.000","7.50"
1521,14739,"2025-07-15 00:00:00",3,"Changed mind",39650,"3.000","7.50"
1522,6281,"2025-04-06 00:00:00",14,"Defective",16882,"1.000","6.34"
1523,28990,"2025-02-11 00:00:00",3,"Wrong item",77857,"1.000","7.10"
1524,11633,"2025-03-22 00:00:00",24,"Quality/Expired",31374,"2.000","12.50"
1525,711,"2025-06-24 00:00:00",40,"Other",1896,"2.000","8.50"
1526,25223,"2025-08-06 00:00:00",7,"Changed mind",67806,"5.000","20.56"
1527,2257,"2025-02-07 00:00:00",28,"Changed mind",6046,"2.000","50.00"
1528,2791,"2025-08-10 00:00:00",28,"Changed mind",7465,"3.000","9.00"
1529,30477,"2025-04-16 00:00:00",47,"Quality/Expired",81891,"1.000","6.63"
1530,10980,"2025-03-27 00:00:00",46,"Wrong item",29562,"3.000","12.00"
1531,36391,"2025-01-20 00:00:00",28,"Changed mind",97925,"2.000","4.90"
1532,16666,"2025-03-14 00:00:00",18,"Quality/Expired",44828,"4.000","8.00"
1533,33423,"2025-05-15 00:00:00",14,"Defective",89945,"2.000","10.00"
1534,49380,"2025-03-29 00:00:00",7,"Changed mind",132961,"2.000","27.81"
1535,35198,"2025-02-10 00:00:00",46,"Changed mind",94725,"3.000","16.50"
1536,7550,"2025-07-01 00:00:00",47,"Quality/Expired",20313,"1.000","2.50"
1537,9452,"2025-03-01 00:00:00",3,"Defective",25495,"1.000","4.50"
1538,21839,"2025-03-14 00:00:00",38,"Defective",58665,"1.000","5.00"
1539,3379,"2025-01-27 00:00:00",3,"Changed mind",9039,"4.000","50.00"
1540,48883,"2025-02-21 00:00:00",38,"Quality/Expired",131607,"1.000","2.50"
1541,46497,"2025-04-02 00:00:00",38,"Defective",125214,"3.000","9.00"
1542,29441,"2025-04-09 00:00:00",40,"Changed mind",79070,"5.000","10.00"
1543,47473,"2025-08-13 00:00:00",14,"Defective",127839,"3.000","7.50"
1544,21111,"2025-07-29 00:00:00",47,"Changed mind",56719,"1.000","4.10"
1545,33048,"2025-03-11 00:00:00",40,"Defective",88906,"1.000","5.00"
1546,48920,"2025-03-23 00:00:00",14,"Changed mind",131700,"4.000","20.00"
1547,43148,"2025-07-05 00:00:00",47,"Changed mind",116128,"1.000","0.20"
1548,12546,"2025-03-24 00:00:00",7,"Changed mind",33806,"2.000","4.68"
1549,11964,"2025-06-19 00:00:00",7,"Defective",32233,"1.000","2.50"
1550,11276,"2025-08-04 00:00:00",38,"Changed mind",30390,"2.000","3.87"
1551,23759,"2025-08-08 00:00:00",38,"Changed mind",63839,"1.000","4.00"
1552,30268,"2025-04-11 00:00:00",46,"Wrong item",81342,"1.000","6.00"
1553,19466,"2025-05-15 00:00:00",47,"Changed mind",52337,"1.000","7.50"
1554,42788,"2025-06-20 00:00:00",38,"Other",115174,"2.000","36.00"
1555,43105,"2025-01-24 00:00:00",7,"Changed mind",116008,"3.000","10.50"
1556,16816,"2025-07-23 00:00:00",24,"Changed mind",45220,"2.000","5.00"
1557,19553,"2025-01-28 00:00:00",47,"Quality/Expired",52582,"2.000","4.17"
1558,26712,"2025-08-20 00:00:00",46,"Defective",71828,"3.000","9.00"
1559,7808,"2025-04-06 00:00:00",28,"Defective",21021,"3.000","21.00"
1560,29831,"2025-07-23 00:00:00",28,"Other",80165,"4.000","10.00"
1561,26653,"2025-05-25 00:00:00",47,"Other",71677,"1.000","1.94"
1562,4137,"2025-03-08 00:00:00",40,"Defective",11111,"1.000","9.00"
1563,41074,"2025-05-30 00:00:00",38,"Defective",110591,"2.000","10.00"
1564,758,"2025-08-05 00:00:00",28,"Defective",2016,"1.000","2.45"
1565,30578,"2025-05-12 00:00:00",28,"Defective",82168,"2.000","60.00"
1566,20556,"2025-01-22 00:00:00",18,"Wrong item",55238,"5.000","12.50"
1567,37845,"2025-03-06 00:00:00",3,"Quality/Expired",101899,"1.000","2.50"
1568,8648,"2025-05-29 00:00:00",28,"Changed mind",23287,"1.000","2.50"
1569,34760,"2025-02-15 00:00:00",7,"Other",93539,"3.000","75.00"
1570,15168,"2025-05-23 00:00:00",7,"Defective",40774,"4.000","20.00"
1571,38499,"2025-06-01 00:00:00",46,"Other",103634,"1.000","1.50"
1572,13218,"2025-04-22 00:00:00",47,"Defective",35646,"1.000","6.50"
1573,45979,"2025-04-15 00:00:00",47,"Quality/Expired",123794,"2.000","14.00"
1574,46586,"2025-06-24 00:00:00",3,"Changed mind",125465,"2.000","4.48"
1575,16787,"2025-08-03 00:00:00",18,"Changed mind",45149,"2.000","40.00"
1576,30108,"2025-08-15 00:00:00",14,"Defective",80928,"3.000","60.00"
1577,3126,"2025-03-22 00:00:00",14,"Quality/Expired",8345,"3.000","12.00"
1578,19236,"2025-04-01 00:00:00",3,"Defective",51731,"1.000","2.50"
1579,20949,"2025-05-25 00:00:00",18,"Quality/Expired",56286,"4.000","18.00"
1580,31761,"2025-08-05 00:00:00",40,"Changed mind",85374,"5.000","12.50"
1581,37798,"2025-06-15 00:00:00",46,"Quality/Expired",101757,"1.000","2.50"
1582,33030,"2025-03-11 00:00:00",40,"Changed mind",88859,"1.000","0.80"
1583,25820,"2025-02-28 00:00:00",38,"Defective",69396,"1.000","1.80"
1584,36208,"2025-01-12 00:00:00",24,"Defective",97433,"4.000","24.00"
1585,49535,"2025-03-03 00:00:00",14,"Wrong item",133378,"1.000","2.00"
1586,38785,"2025-06-26 00:00:00",47,"Changed mind",104385,"4.000","24.80"
1587,10097,"2025-06-06 00:00:00",14,"Other",27208,"1.000","4.00"
1588,10533,"2025-07-25 00:00:00",3,"Quality/Expired",28362,"1.000","6.70"
1589,42125,"2025-05-25 00:00:00",7,"Changed mind",113396,"1.000","2.50"
1590,47580,"2025-01-14 00:00:00",14,"Changed mind",128110,"2.000","8.00"
1591,4183,"2025-02-19 00:00:00",46,"Wrong item",11228,"2.000","5.00"
1592,13834,"2025-05-08 00:00:00",24,"Changed mind",37274,"1.000","4.75"
1593,26274,"2025-06-08 00:00:00",28,"Changed mind",70648,"1.000","2.00"
1594,34473,"2025-05-08 00:00:00",47,"Changed mind",92749,"1.000","5.50"
1595,30968,"2025-08-06 00:00:00",28,"Quality/Expired",83242,"3.000","22.50"
1596,6993,"2025-07-18 00:00:00",28,"Quality/Expired",18838,"3.000","4.50"
1597,39590,"2025-06-03 00:00:00",14,"Wrong item",106557,"4.000","18.80"
1598,27397,"2025-04-04 00:00:00",14,"Wrong item",73628,"2.000","10.00"
1599,47189,"2025-03-21 00:00:00",7,"Wrong item",127073,"3.000","6.00"
1600,34780,"2025-06-30 00:00:00",7,"Quality/Expired",93597,"2.000","5.00"
1601,47719,"2025-04-04 00:00:00",18,"Defective",128479,"2.000","30.00"
1602,12349,"2025-08-20 00:00:00",28,"Quality/Expired",33265,"2.000","9.00"
1603,196,"2025-05-29 00:00:00",7,"Wrong item",506,"1.000","2.50"
1604,46411,"2025-03-07 00:00:00",46,"Changed mind",124968,"1.000","8.39"
1605,28906,"2025-07-01 00:00:00",40,"Wrong item",77634,"1.000","2.50"
1606,11661,"2025-04-30 00:00:00",3,"Wrong item",31460,"2.000","5.80"
1607,40119,"2025-01-16 00:00:00",38,"Quality/Expired",107993,"1.000","5.73"
1608,39714,"2025-08-01 00:00:00",24,"Wrong item",106908,"1.000","2.00"
1609,15697,"2025-06-22 00:00:00",7,"Defective",42216,"3.000","13.50"
1610,29453,"2025-07-29 00:00:00",7,"Changed mind",79108,"3.000","21.00"
1611,43535,"2025-02-12 00:00:00",3,"Changed mind",117172,"2.000","16.20"
1612,22601,"2025-03-09 00:00:00",40,"Changed mind",60694,"1.000","10.00"
1613,8529,"2025-03-05 00:00:00",46,"Changed mind",22980,"1.000","5.00"
1614,46961,"2025-05-19 00:00:00",3,"Wrong item",126475,"1.000","4.50"
1615,18086,"2025-07-10 00:00:00",46,"Quality/Expired",48662,"2.000","3.00"
1616,24370,"2025-07-23 00:00:00",28,"Defective",65502,"1.000","9.50"
1617,18871,"2025-04-28 00:00:00",28,"Defective",50743,"5.000","10.00"
1618,42846,"2025-06-23 00:00:00",28,"Defective",115318,"3.000","3.00"
1619,16571,"2025-05-14 00:00:00",14,"Wrong item",44573,"1.000","1.41"
1620,17143,"2025-04-20 00:00:00",38,"Wrong item",46110,"3.000","3.00"
1621,36267,"2025-02-02 00:00:00",18,"Wrong item",97586,"2.000","20.00"
1622,34057,"2025-01-20 00:00:00",47,"Defective",91646,"3.000","6.85"
1623,35413,"2025-04-06 00:00:00",7,"Defective",95315,"2.000","50.00"
1624,49912,"2025-03-03 00:00:00",46,"Quality/Expired",134407,"1.000","6.00"
1625,31143,"2025-07-19 00:00:00",38,"Changed mind",83720,"1.000","18.00"
1626,12439,"2025-07-27 00:00:00",14,"Defective",33512,"1.000","4.75"
1627,25346,"2025-01-14 00:00:00",38,"Defective",68109,"2.000","14.00"
1628,27800,"2025-04-02 00:00:00",24,"Quality/Expired",74696,"2.000","12.00"
1629,4608,"2025-02-23 00:00:00",47,"Wrong item",12368,"3.000","8.33"
1630,5004,"2025-01-14 00:00:00",46,"Changed mind",13439,"1.000","3.50"
1631,1513,"2025-04-26 00:00:00",46,"Defective",4049,"1.000","2.00"
1632,630,"2025-08-03 00:00:00",28,"Changed mind",1692,"4.000","10.00"
1633,34919,"2025-06-03 00:00:00",18,"Wrong item",93982,"2.000","0.40"
1634,4252,"2025-07-22 00:00:00",47,"Defective",11417,"1.000","1.00"
1635,6735,"2025-08-11 00:00:00",38,"Other",18144,"1.000","2.00"
1636,37014,"2025-06-03 00:00:00",24,"Changed mind",99616,"2.000","18.27"
1637,34110,"2025-02-11 00:00:00",3,"Defective",91773,"1.000","2.50"
1638,5960,"2025-06-08 00:00:00",47,"Quality/Expired",15992,"1.000","2.32"
