"store_id","product_sku","quantity_in_stock","reorder_threshold"
2,"06-849-4869",368,20
2,"06-858-5680",304,20
2,"06-955-3428",236,40
2,"06-996-3221",435,20
2,"07-074-1196",398,50
2,"07-219-8017",297,20
2,"07-337-9889",270,50
2,"07-389-5740",253,20
2,"07-617-6934",412,40
2,"07-679-1199",346,50
2,"07-834-3320",402,20
2,"07-846-4804",285,40
2,"07-858-5487",346,20
2,"08-114-3922",278,35
2,"08-196-2703",369,50
2,"08-213-2058",407,20
2,"08-226-5155",277,50
2,"08-396-2704",429,40
2,"08-495-6853",274,20
2,"08-519-5579",339,50
2,"08-637-9335",432,50
2,"08-703-1382",379,50
2,"08-725-8156",325,35
2,"08-940-8578",351,50
2,"09-101-1740",283,40
2,"09-335-7793",301,40
2,"09-618-2842",415,40
2,"09-622-7119",449,35
2,"09-712-3630",329,50
2,"10-002-6494",444,50
2,"10-034-7654",331,40
2,"10-137-9759",289,50
2,"10-249-7928",272,40
2,"10-255-8579",323,40
2,"10-378-9729",415,50
2,"10-445-0741",412,35
2,"10-555-5971",388,20
2,"10-617-7581",318,20
2,"10-626-8536",407,40
2,"10-854-5467",336,20
2,"11-032-9778",290,50
2,"11-073-0189",307,50
2,"11-155-7826",269,25
2,"11-316-8405",417,50
2,"11-338-4598",367,50
2,"11-581-9869",401,50
2,"11-733-1756",408,40
2,"11-745-3025",293,50
2,"11-766-8738",302,50
2,"11-815-7923",266,20
2,"11-891-8213",291,20
2,"11-922-3342",251,25
2,"12-046-2988",368,20
2,"12-093-9863",423,40
2,"12-239-9399",396,50
2,"12-342-4482",289,35
2,"12-439-8428",303,50
2,"12-714-5135",369,20
2,"12-798-9401",347,20
2,"12-998-3882",262,20
2,"13-144-2169",256,50
2,"13-202-4809",411,50
2,"13-409-9040",239,25
2,"13-673-7016",298,50
2,"13-798-3397",352,20
2,"13-844-2178",322,35
2,"13-888-0149",429,50
2,"13-900-9016",289,50
2,"13-962-6263",321,50
2,"13-980-8804",317,50
2,"14-115-8371",328,20
2,"14-305-5348",281,20
2,"14-305-9690",358,40
2,"14-331-3739",405,20
2,"14-489-8669",389,40
2,"14-521-4167",335,20
2,"14-550-2152",352,25
2,"14-681-7035",408,25
2,"14-836-2894",257,50
2,"14-844-4138",254,25
2,"15-045-8444",328,25
2,"15-082-9124",293,50
2,"15-144-9413",319,50
2,"15-169-8058",392,40
2,"15-240-6267",369,50
2,"15-562-3712",236,50
2,"15-679-3935",399,50
2,"15-762-1058",421,50
2,"15-796-3130",259,20
2,"15-797-4824",267,50
2,"15-846-7959",344,50
2,"15-884-7413",219,50
2,"15-905-7750",432,50
2,"15-907-3681",242,50
2,"16-187-5729",375,25
2,"16-354-8122",355,20
2,"16-499-5059",352,50
2,"16-632-1308",249,25
2,"17-002-4721",250,50
2,"17-022-9721",425,50
2,"17-236-0566",306,50
2,"17-253-5688",236,20
2,"17-265-1899",336,50
2,"17-274-6898",447,20
2,"17-395-1121",383,50
2,"17-493-4579",297,40
2,"17-504-3699",411,50
2,"17-647-0503",417,35
2,"18-107-7886",396,20
2,"18-199-5799",404,20
2,"18-278-2383",408,20
2,"19-021-5024",347,50
2,"19-047-4239",396,50
2,"19-112-1616",289,50
2,"19-214-5762",395,50
2,"19-244-9890",325,25
2,"19-323-0506",252,35
2,"19-377-5021",415,35
2,"19-610-2236",235,20
2,"19-672-8982",334,20
2,"19-854-3663",449,50
2,"19-967-0632",293,40
2,"20-022-3173",263,40
2,"20-031-0532",346,50
2,"20-054-3716",352,20
2,"20-225-3930",263,25
2,"20-283-0111",355,50
2,"20-325-1965",249,50
2,"20-387-7746",394,40
2,"20-405-4865",342,20
2,"20-448-2972",261,50
2,"21-013-3508",318,50
2,"21-120-6238",398,40
2,"21-633-8696",309,40
2,"21-650-9319",394,20
2,"21-693-8216",373,20
2,"21-718-6746",275,50
2,"21-809-7115",307,40
2,"21-816-1004",266,25
2,"21-890-2826",354,20
2,"21-993-5632",323,50
2,"22-083-3347",375,40
2,"22-266-9291",433,35
2,"22-319-1377",231,40
2,"22-329-7791",242,50
2,"22-621-2774",262,50
2,"22-760-4605",425,20
2,"22-778-3553",242,20
2,"22-849-2551",425,50
2,"22-895-6595",417,40
2,"23-070-2433",334,40
2,"23-265-8144",423,20
2,"23-395-3157",394,20
2,"24-009-1208",384,25
2,"24-143-4957",242,20
2,"24-228-6840",285,25
2,"24-478-8277",441,20
2,"24-571-1080",343,50
2,"24-579-6500",401,35
2,"24-972-6969",440,20
2,"24-975-4231",329,50
2,"24-986-5091",272,20
2,"25-349-7974",301,50
2,"25-353-2067",320,50
2,"25-522-6043",389,20
2,"25-911-7736",288,50
2,"26-000-1012",295,20
2,"26-010-9519",216,35
2,"26-031-8070",275,20
2,"26-134-9069",319,20
2,"26-161-6692",410,50
2,"26-177-5690",269,50
2,"26-456-1992",292,35
2,"26-535-4727",271,35
2,"26-690-3784",386,50
2,"26-799-3714",381,25
2,"27-216-9671",265,20
2,"27-262-2437",255,20
2,"27-269-5260",321,50
2,"27-387-0428",413,35
2,"27-389-3529",395,35
2,"27-442-3654",345,25
2,"27-459-0724",377,20
2,"27-495-1912",390,50
2,"27-635-8394",338,50
2,"27-681-5588",278,35
2,"27-757-4489",347,20
2,"27-783-5470",296,20
2,"27-881-1177",261,25
2,"28-003-8065",302,40
2,"28-008-2951",261,50
2,"28-044-4102",277,50
2,"28-107-4953",376,20
2,"28-146-2641",294,20
2,"28-185-7303",415,25
2,"28-275-5901",257,35
2,"28-433-8533",289,20
2,"28-505-8317",405,50
2,"28-608-0039",301,50
2,"28-824-9017",329,35
2,"28-840-6096",234,50
2,"28-956-1320",234,20
2,"28-986-8001",406,50
2,"29-017-6255",252,50
2,"29-092-3453",364,50
2,"29-135-0791",266,40
2,"29-205-1132",355,40
2,"29-344-3658",268,50
2,"29-377-7040",409,40
2,"29-436-6570",284,20
2,"29-592-7315",419,40
2,"29-741-8132",356,50
2,"29-756-7042",281,20
2,"29-823-6004",379,50
2,"29-896-7926",274,40
2,"30-429-2162",283,40
2,"30-591-7275",393,40
2,"30-806-3823",458,40
2,"30-832-5429",299,20
2,"30-964-2694",358,50
2,"30-996-2526",366,50
2,"31-157-1822",304,20
2,"31-211-5803",358,20
2,"31-255-9616",398,35
2,"31-387-5020",345,20
2,"31-403-6234",382,35
2,"31-608-1445",270,50
2,"31-627-6025",309,20
2,"31-745-6850",312,50
2,"31-746-4951",265,40
2,"31-803-5001",306,50
2,"31-969-4614",234,25
2,"32-261-0008",244,20
2,"32-270-1385",305,50
2,"32-676-1026",281,35
2,"32-933-0329",427,50
2,"33-335-9140",375,20
2,"33-378-1365",314,20
2,"33-440-2588",350,50
2,"33-507-9886",327,50
2,"33-670-6797",336,35
2,"33-807-7247",259,20
2,"34-075-0371",245,50
2,"34-086-3222",268,50
2,"34-110-1040",267,50
2,"34-131-8805",373,20
2,"34-291-4939",295,20
2,"34-538-1180",282,20
2,"34-547-0827",309,40
2,"34-709-9237",260,50
2,"34-861-4446",367,20
2,"34-928-2775",434,50
2,"35-031-1497",402,25
2,"35-257-9312",358,20
2,"35-299-0889",311,20
2,"35-353-4068",331,40
2,"35-529-2933",352,50
2,"35-617-3857",427,25
2,"35-621-2546",440,20
2,"35-835-5591",383,35
2,"35-836-6718",353,20
2,"36-127-4273",390,20
2,"36-296-9609",267,20
2,"36-330-5036",437,35
2,"36-372-2295",259,40
2,"36-531-4087",369,40
2,"36-636-4873",283,40
2,"36-679-4670",329,50
2,"36-840-2728",370,35
2,"36-899-5324",441,50
2,"36-918-2937",260,25
2,"37-064-7275",262,25
2,"37-246-0018",339,50
2,"37-248-6266",252,50
2,"37-567-3218",401,40
2,"37-606-0510",333,20
2,"37-610-1999",277,35
2,"37-709-3532",270,50
2,"38-049-9319",413,20
2,"38-390-2115",339,50
2,"38-417-4656",367,40
2,"38-555-9147",403,25
2,"38-617-7226",264,50
2,"38-655-2312",278,50
2,"38-732-7667",289,50
2,"38-822-8005",397,50
2,"38-924-3007",266,50
2,"39-192-3521",435,25
2,"39-232-5341",364,40
2,"39-315-3936",281,20
2,"39-358-3340",237,40
2,"39-449-0772",407,20
2,"39-479-5147",344,35
2,"39-629-5554",346,20
2,"39-768-8205",313,20
2,"39-810-2042",226,40
2,"39-913-2999",386,20
2,"40-003-7322",434,40
2,"40-126-0515",394,50
2,"40-205-8252",318,20
2,"40-462-2952",310,35
2,"40-630-1431",396,50
2,"40-681-9981",238,25
2,"40-751-8635",360,50
2,"40-793-7235",383,20
2,"40-795-0753",287,40
2,"40-810-9261",272,25
2,"40-860-4532",339,25
2,"40-902-1995",243,50
2,"40-913-9772",340,20
2,"40-997-2786",327,20
2,"41-131-3841",270,40
2,"41-316-8427",423,40
2,"41-475-5305",330,20
2,"41-526-4036",364,20
2,"41-538-3129",419,20
2,"41-594-5069",322,20
2,"41-729-5410",415,35
2,"41-735-9837",400,25
2,"42-134-9798",255,20
2,"42-141-5718",298,20
2,"42-175-1648",336,50
2,"42-220-9305",424,40
2,"42-495-7698",277,40
2,"42-674-3917",326,40
2,"42-879-9478",290,35
2,"42-887-6557",361,40
2,"42-907-6946",322,20
2,"43-153-8268",375,20
2,"43-164-5984",347,20
2,"43-193-9915",248,20
2,"43-469-7551",439,25
2,"43-670-8544",369,50
2,"43-693-2092",257,20
2,"43-703-9939",259,50
2,"43-893-5408",423,40
2,"43-910-2342",350,50
2,"44-112-3331",350,35
2,"44-128-2185",384,40
2,"44-305-1866",357,20
2,"44-368-7112",320,20
2,"44-408-7594",376,50
2,"44-476-0390",296,50
2,"44-480-9446",351,20
2,"44-538-3366",396,35
2,"44-546-5713",438,50
2,"44-634-8292",422,40
2,"44-637-5512",278,50
2,"44-782-1395",306,40
2,"45-050-4720",249,40
2,"45-194-4094",262,50
2,"45-250-4679",211,40
2,"45-317-9731",377,20
2,"45-380-4627",312,50
2,"45-402-0421",250,20
2,"45-634-0679",308,35
2,"45-852-2446",341,35
2,"45-992-5653",425,40
2,"46-083-7058",394,35
2,"46-255-3073",469,35
2,"46-415-8633",395,50
2,"46-436-5351",361,25
2,"46-452-9419",434,20
2,"46-496-2930",291,50
2,"46-520-1819",287,40
2,"46-622-3434",320,40
2,"46-632-8420",272,20
2,"46-753-8430",373,20
2,"46-931-6897",366,20
2,"47-221-2470",302,50
2,"47-221-3391",358,25
2,"47-441-7682",359,20
2,"47-548-6500",375,50
2,"47-554-5780",411,35
2,"47-578-4161",408,35
2,"47-581-0363",397,20
2,"47-749-3277",287,40
2,"47-802-5023",334,35
2,"47-843-8207",326,50
2,"47-866-6589",429,20
2,"48-193-1199",337,20
2,"48-242-8445",384,50
2,"48-289-0604",415,20
2,"48-427-0551",400,25
2,"48-461-3742",253,50
2,"48-789-9187",431,50
2,"48-957-6116",343,50
2,"48-957-8596",316,50
2,"49-199-6836",341,50
2,"49-311-3063",297,50
2,"49-377-9731",259,50
2,"49-526-7806",292,50
2,"49-570-8214",401,20
2,"49-579-4325",356,20
2,"49-730-0159",397,20
2,"49-861-7823",300,50
2,"49-891-4927",294,20
2,"50-329-3145",314,20
2,"50-329-3360",284,40
2,"50-364-5828",331,50
2,"50-679-2072",318,20
2,"50-772-2613",269,20
2,"50-930-4751",357,35
2,"50-942-2409",382,50
2,"51-000-8113",287,25
2,"51-069-0489",244,40
2,"51-273-4240",448,20
2,"51-312-8608",432,20
2,"51-459-5630",292,20
2,"51-462-0747",422,50
2,"51-469-4611",397,40
2,"51-572-5497",311,50
2,"51-583-6029",334,20
2,"51-761-6320",436,20
2,"51-934-9117",409,35
2,"52-029-2382",274,20
2,"52-123-8039",349,50
2,"52-392-5312",417,40
2,"52-402-9245",382,50
2,"52-481-5224",382,50
2,"52-797-6961",353,35
2,"53-008-2419",237,40
2,"53-050-8242",438,35
2,"53-080-8252",275,20
2,"53-146-9979",420,40
2,"53-151-5726",383,50
2,"53-446-8243",328,50
2,"53-667-4109",266,50
2,"53-680-5293",368,20
2,"53-710-7630",267,40
2,"53-805-9523",320,20
2,"53-930-2215",269,20
2,"54-109-8062",321,40
2,"54-281-3746",351,50
2,"54-374-9986",315,20
2,"54-708-7327",298,40
2,"54-758-4622",257,20
2,"54-822-9009",411,40
2,"54-830-6971",262,35
2,"55-154-4728",401,25
2,"55-164-7723",408,35
2,"55-522-8242",288,20
2,"55-631-7937",402,20
2,"55-680-0982",429,25
2,"55-697-5242",360,20
2,"55-803-3964",314,40
2,"55-936-2406",266,40
2,"56-054-8664",364,50
2,"56-191-6497",389,40
2,"56-303-5256",310,40
2,"56-635-6764",260,20
2,"56-657-4387",224,20
2,"56-810-0550",296,35
2,"56-831-6199",281,35
2,"56-894-3733",346,20
2,"56-937-8675",438,20
2,"57-101-0060",376,40
2,"57-167-0669",299,35
2,"57-359-3397",313,50
2,"57-394-1587",400,40
2,"57-394-4703",240,25
2,"57-437-1828",357,50
2,"57-562-2358",312,25
2,"57-613-5779",398,20
2,"57-763-5501",369,35
2,"57-779-4955",347,40
2,"57-861-4379",301,20
2,"57-903-6434",316,50
2,"58-005-5343",327,50
2,"58-063-8633",320,50
2,"58-122-2282",318,25
2,"58-182-6781",312,20
2,"58-219-0241",412,20
2,"58-946-5152",272,40
2,"59-075-2457",318,20
2,"59-725-4038",308,25
2,"59-857-6577",297,20
2,"60-198-7050",311,25
2,"60-285-3783",345,50
2,"60-311-5701",272,20
2,"60-327-4114",354,20
2,"60-343-3288",232,35
2,"60-343-7973",427,20
2,"60-456-8169",432,20
2,"60-550-4771",277,35
2,"60-632-8752",240,20
2,"60-644-6596",293,35
2,"60-747-8704",385,50
2,"60-771-0879",271,50
2,"60-911-3745",432,40
2,"61-293-6327",350,35
2,"61-317-9944",315,20
2,"61-582-7399",398,50
2,"61-607-7622",273,20
2,"61-680-9496",351,50
2,"61-796-6540",243,20
2,"61-801-8665",239,25
2,"61-827-4098",429,35
2,"62-100-2245",354,20
2,"62-393-9939",247,20
2,"62-509-0666",322,40
2,"62-777-6010",255,40
2,"62-795-7801",288,20
2,"62-816-8794",245,40
2,"62-998-7250",380,20
2,"63-162-9244",271,50
2,"63-168-6018",332,50
2,"63-270-7076",364,20
2,"63-822-5278",372,50
2,"63-874-9747",341,50
2,"63-890-1246",375,20
2,"63-897-8088",315,50
2,"63-918-8253",368,50
2,"63-936-0145",329,50
2,"63-956-0739",440,25
2,"64-109-7362",399,35
2,"64-119-7804",366,50
2,"64-418-8356",291,20
2,"64-478-4745",272,50
2,"64-493-5270",369,20
2,"64-854-8664",291,20
2,"65-145-9672",422,40
2,"65-235-7676",339,20
2,"65-282-0419",254,25
2,"65-368-2479",396,20
2,"65-464-5070",254,20
2,"65-527-9488",224,50
2,"65-644-1394",261,50
2,"65-674-6076",255,20
2,"65-718-0492",426,20
2,"65-759-3721",420,20
2,"65-780-5622",299,20
2,"65-854-9364",343,40
2,"65-867-4029",376,50
2,"66-268-8345",309,20
2,"66-312-5511",312,35
2,"66-327-2821",370,20
2,"66-378-7532",278,50
2,"66-627-9752",425,35
2,"66-716-8221",279,20
2,"66-806-6051",424,20
2,"66-854-5736",310,50
2,"66-993-4234",360,50
2,"67-025-1245",322,50
2,"67-027-7269",287,50
2,"67-130-4114",264,50
2,"67-270-7464",307,40
2,"67-382-4435",327,50
2,"67-473-7093",338,25
2,"67-512-9754",327,20
2,"67-625-9704",359,35
2,"67-725-6830",300,40
2,"67-984-5368",321,20
2,"68-418-6724",250,20
2,"68-436-1268",419,20
2,"68-636-4774",253,50
2,"68-732-5919",288,40
2,"68-734-1585",275,50
2,"68-761-6907",339,50
2,"68-973-8812",452,50
2,"68-977-2498",269,50
2,"68-977-6854",265,50
2,"69-171-1305",271,40
2,"69-287-9113",301,50
2,"69-468-5468",314,20
2,"69-561-2496",309,50
2,"69-578-7930",274,40
2,"69-674-5387",250,20
2,"69-743-0161",379,40
2,"69-834-2874",308,20
2,"69-895-3397",359,50
2,"70-005-5970",304,50
2,"70-149-6756",327,20
2,"70-206-4860",238,20
2,"70-534-7796",373,50
2,"70-542-4269",322,20
2,"70-587-1204",424,40
2,"70-612-2531",284,50
2,"70-815-4015",277,20
2,"70-854-6891",370,20
2,"70-871-4536",290,20
2,"71-015-9181",395,50
2,"71-067-3278",234,35
2,"71-074-6292",406,20
2,"71-085-4290",268,50
2,"71-300-2191",430,50
2,"71-436-5841",418,50
2,"71-516-1996",286,20
2,"71-594-6552",385,40
2,"71-631-5875",247,35
2,"71-954-4501",409,35
2,"71-999-2404",404,50
2,"72-066-4597",403,50
2,"72-341-1154",354,20
2,"72-404-5581",270,40
2,"72-780-6006",301,20
2,"72-810-9753",298,20
2,"72-970-0239",277,20
2,"72-989-2512",234,50
2,"73-118-1117",245,20
2,"73-401-5721",415,35
2,"73-561-2867",246,20
2,"73-567-6194",309,20
2,"73-751-4393",345,50
2,"73-874-7534",422,50
2,"73-942-0508",340,50
2,"73-997-6251",311,50
2,"74-132-5528",361,50
2,"74-181-4135",416,20
2,"74-234-0628",399,40
2,"74-294-3760",320,20
2,"74-305-1263",250,25
2,"74-404-0582",226,50
2,"74-430-8245",404,50
2,"74-548-9313",380,50
2,"74-562-7431",405,20
2,"74-587-2065",229,50
2,"74-610-2295",305,25
2,"74-642-2435",382,50
2,"74-666-5671",432,35
2,"74-818-3306",274,50
2,"74-845-3299",337,25
2,"74-943-9034",425,20
2,"75-029-9003",390,20
2,"75-080-4909",347,20
2,"75-094-1179",402,20
2,"75-152-8731",288,50
2,"75-672-4378",235,50
2,"75-927-9108",386,50
2,"76-027-4850",381,50
2,"76-070-1411",418,20
2,"76-090-4411",265,20
2,"76-325-9093",260,20
2,"76-340-4432",275,50
2,"76-459-2392",235,20
2,"76-476-9996",352,20
2,"76-540-6407",307,50
2,"76-584-4790",414,20
2,"76-623-7844",390,20
2,"76-854-0095",361,40
2,"76-954-1442",330,25
2,"77-224-2227",324,40
2,"77-312-6317",309,50
2,"77-377-1659",290,40
2,"77-777-4536",363,40
2,"77-937-1108",373,40
2,"77-959-1018",343,50
2,"78-237-0277",377,25
2,"78-362-8578",347,50
2,"78-614-4402",250,50
2,"78-689-8958",270,25
2,"78-953-2073",253,20
2,"78-956-4737",289,40
2,"79-136-9840",343,25
2,"79-350-5841",360,40
2,"79-400-6216",255,20
2,"79-428-8753",264,50
2,"79-494-2472",325,50
2,"79-741-0770",333,50
2,"79-884-8810",326,50
2,"80-020-8041",406,40
2,"80-039-1261",260,50
2,"80-072-8774",430,35
2,"80-334-0215",399,50
2,"80-371-3695",411,20
2,"80-374-5711",328,25
2,"80-441-7249",237,40
2,"80-459-5950",358,25
2,"80-658-6456",395,50
2,"80-698-0324",446,20
2,"80-988-4653",269,50
2,"81-268-5905",408,35
2,"81-354-4203",395,35
2,"81-573-0943",404,20
2,"81-605-6246",329,35
2,"81-844-2979",408,50
2,"82-041-7211",312,20
2,"82-243-3180",330,20
2,"82-342-7339",309,20
2,"82-380-5378",418,20
2,"82-395-5070",266,20
2,"82-538-4809",260,50
2,"82-711-0772",250,20
2,"82-811-7988",264,20
2,"82-931-7126",250,50
2,"82-948-2298",365,50
2,"82-977-7752",385,50
2,"83-108-1174",327,20
2,"83-117-7658",385,50
2,"83-321-7887",271,20
2,"83-400-9746",387,20
2,"83-553-9523",252,20
2,"83-556-0996",297,40
2,"83-568-3475",324,35
2,"83-573-4586",326,20
2,"83-625-3618",317,50
2,"83-704-6367",256,25
2,"83-716-2177",364,35
2,"83-727-0814",279,40
2,"83-763-5038",245,20
2,"83-917-7384",284,50
2,"83-966-3280",266,35
2,"84-151-2114",392,40
2,"84-198-7276",322,20
2,"84-269-9130",299,40
2,"84-327-7787",297,20
2,"84-546-7624",236,50
2,"84-624-0201",268,40
2,"84-629-1532",263,25
2,"85-207-4164",423,50
2,"85-212-2729",388,20
2,"85-237-3505",291,25
2,"85-440-3667",272,20
2,"85-510-2915",284,20
2,"85-561-4694",289,50
2,"85-781-5386",356,35
2,"85-806-0613",407,20
2,"85-806-8672",269,25
2,"85-835-3445",296,20
2,"86-257-4613",307,40
2,"86-273-9377",425,40
2,"86-330-0214",264,25
2,"86-482-6451",417,25
2,"86-692-2312",269,20
2,"86-978-6666",417,40
2,"87-097-5691",322,25
2,"87-104-0187",417,40
2,"87-199-2743",363,50
2,"87-272-6544",243,20
2,"87-391-9658",310,20
2,"87-423-8486",242,40
2,"87-675-1506",418,50
2,"87-698-0944",234,50
2,"87-762-1317",293,20
2,"87-791-5803",372,35
2,"87-903-3486",405,20
2,"87-997-0228",348,50
2,"88-069-5486",395,35
2,"88-183-5781",406,20
2,"88-304-2855",375,50
2,"88-401-3700",295,50
2,"88-408-0310",264,20
2,"88-586-8797",263,50
2,"88-602-8210",366,20
2,"88-746-9468",422,50
2,"88-807-8431",436,35
2,"88-951-9038",328,25
2,"88-977-0175",270,20
2,"89-181-4523",244,40
2,"89-328-9019",273,40
2,"89-335-0155",301,40
2,"89-388-3239",255,50
2,"89-543-3456",314,50
2,"89-602-6755",396,20
2,"89-624-7462",440,50
2,"89-673-1543",360,20
2,"89-713-6071",406,20
2,"89-922-4773",404,40
2,"90-128-7973",324,40
2,"90-230-9767",291,40
2,"90-303-1821",310,50
2,"90-343-9640",338,20
2,"90-492-0564",381,50
2,"90-737-0044",278,40
2,"90-773-9557",405,20
2,"90-865-9150",402,40
2,"91-105-7317",436,50
2,"91-127-7489",242,50
2,"91-257-3672",375,35
2,"91-290-9062",376,20
2,"91-417-0366",324,50
2,"91-426-3204",225,35
2,"91-553-1774",389,20
2,"92-152-5820",299,25
2,"92-291-7089",369,20
2,"92-362-3567",275,50
2,"92-455-2959",328,25
2,"92-652-3737",452,50
2,"92-791-0606",282,40
2,"92-837-8839",384,20
2,"92-995-8689",376,20
2,"93-014-4256",321,50
2,"93-015-0811",318,50
2,"93-166-3169",423,25
2,"93-198-5984",331,50
2,"93-218-8108",410,20
2,"93-342-8794",261,40
2,"93-571-7294",369,40
2,"93-682-2069",279,50
2,"93-772-3085",357,50
2,"93-813-2419",388,20
2,"93-815-0565",424,20
2,"93-966-7754",311,50
2,"94-020-6982",387,35
2,"94-029-2717",340,50
2,"94-071-2261",399,50
2,"94-092-3355",313,50
2,"94-190-5193",240,50
2,"94-355-3070",260,35
2,"94-525-6925",383,20
2,"94-528-8088",243,35
2,"94-658-4945",390,50
2,"94-697-2396",361,20
2,"95-130-9020",379,20
2,"95-252-9619",435,50
2,"95-262-6208",432,25
2,"95-349-0828",302,20
2,"95-354-8583",277,40
2,"95-356-1566",353,50
2,"95-357-2870",295,40
2,"95-449-1286",321,20
2,"95-640-0293",289,40
2,"95-738-4658",446,25
2,"96-164-0607",358,20
2,"96-209-1739",419,20
2,"96-334-2593",276,25
2,"96-503-7712",377,20
2,"96-774-0457",273,35
2,"96-961-2193",278,40
2,"97-093-4278",341,20
2,"97-283-4840",249,20
2,"98-064-4465",282,20
2,"98-148-0940",395,20
2,"98-235-2711",367,50
2,"98-445-7372",391,35
2,"98-499-2220",340,20
2,"98-546-7398",389,20
2,"98-556-5323",238,50
2,"98-575-4736",364,50
2,"98-652-9569",266,20
2,"98-858-6323",445,20
2,"98-909-9395",267,20
2,"99-033-5661",234,40
2,"99-048-8310",364,50
2,"99-137-1730",369,40
2,"99-194-5600",321,50
2,"99-420-3592",364,20
2,"99-543-5039",253,50
2,"99-561-4871",340,35
2,"99-894-4351",256,40
2,"99-961-0767",272,20
3,"00-119-8780",321,35
3,"00-357-2313",351,20
3,"00-366-9496",370,50
3,"00-440-9568",257,50
3,"00-534-9775",229,25
3,"00-641-8691",265,25
3,"00-842-9790",374,20
3,"00-963-2193",381,20
3,"01-018-6418",415,20
3,"01-026-2772",233,50
3,"01-050-2246",382,50
3,"01-144-5960",359,35
3,"01-173-0029",286,50
3,"01-439-6231",333,20
3,"01-703-8441",326,40
3,"01-820-5784",295,20
3,"01-839-6534",272,40
3,"01-903-5373",415,50
3,"02-034-6209",389,20
3,"02-085-7218",335,20
3,"02-170-5225",261,40
3,"02-275-6061",414,50
3,"02-484-0206",422,40
3,"02-508-3777",293,20
3,"02-559-8196",387,50
3,"02-575-1980",266,50
3,"02-655-3240",257,40
3,"02-888-9412",320,50
3,"02-895-7781",314,40
3,"02-920-4829",354,20
3,"02-974-8526",383,50
3,"03-061-1344",232,35
3,"03-149-9760",351,20
3,"03-276-3931",287,50
3,"03-441-4252",322,20
3,"03-597-9488",343,20
3,"03-833-3577",418,50
3,"03-919-9890",275,35
3,"03-940-0630",372,20
3,"04-001-1793",245,25
3,"04-038-1547",289,20
3,"04-104-6993",258,20
3,"04-240-2226",369,20
3,"04-277-5245",357,40
3,"04-293-6969",341,50
3,"04-542-3863",257,40
3,"04-637-8815",281,50
3,"04-758-0410",275,40
3,"05-184-4175",277,25
3,"05-193-8096",279,50
3,"05-334-2923",412,40
3,"05-425-0746",356,50
3,"05-498-7751",344,50
3,"05-720-8792",405,50
3,"05-899-1428",398,20
3,"06-068-6793",330,20
3,"06-336-5482",413,35
3,"06-340-6856",321,40
3,"06-503-5891",365,20
3,"06-611-5454",279,20
3,"06-655-5498",346,40
3,"06-690-2335",397,40
3,"06-706-6490",361,25
3,"06-731-2162",438,50
3,"06-849-4869",330,20
3,"06-858-5680",357,20
3,"06-955-3428",344,40
3,"07-074-1196",326,50
3,"07-219-8017",258,20
3,"07-389-5740",429,20
3,"07-617-6934",408,40
3,"07-679-1199",371,50
3,"07-834-3320",384,20
3,"07-846-4804",291,40
3,"07-858-5487",339,20
3,"07-970-9352",426,50
3,"08-114-3922",387,35
3,"08-196-2703",273,50
3,"08-213-2058",267,20
3,"08-226-5155",388,50
3,"08-396-2704",374,40
3,"08-495-6853",291,20
3,"08-519-5579",428,50
3,"08-637-9335",271,50
3,"08-703-1382",436,50
3,"08-725-8156",359,35
3,"08-940-8578",325,50
3,"08-961-3009",288,20
3,"09-101-1740",404,40
3,"09-286-8107",362,20
3,"09-335-7793",337,40
3,"09-536-2626",328,20
3,"09-618-2842",245,40
3,"09-622-7119",318,35
3,"10-002-6494",300,50
3,"10-034-7654",285,40
3,"10-137-9759",305,50
3,"10-218-2680",311,20
3,"10-249-7928",296,40
3,"10-255-8579",274,40
3,"10-378-9729",280,50
3,"10-445-0741",379,35
3,"10-555-5971",300,20
3,"10-617-7581",322,20
3,"10-626-8536",263,40
3,"10-768-2443",247,20
3,"10-854-5467",307,20
3,"11-032-9778",332,50
3,"11-053-0107",238,50
3,"11-073-0189",221,50
3,"11-155-7826",244,25
3,"11-316-8405",366,50
3,"11-325-7396",259,50
3,"11-338-4598",368,50
3,"11-581-9869",285,50
3,"11-604-6002",407,20
3,"11-733-1756",337,40
3,"11-745-3025",258,50
3,"11-766-8738",240,50
3,"11-815-7923",406,20
3,"11-891-8213",369,20
3,"11-922-3342",432,25
3,"12-046-2988",373,20
3,"12-093-9863",285,40
3,"12-239-9399",262,50
3,"12-342-4482",359,35
3,"12-714-5135",463,20
3,"12-798-9401",416,20
3,"12-828-1063",342,20
3,"12-998-3882",327,20
3,"13-144-2169",409,50
3,"13-409-9040",361,25
3,"13-673-7016",392,50
3,"13-798-3397",398,20
3,"13-844-2178",248,35
3,"13-888-0149",375,50
3,"13-900-9016",272,50
3,"13-962-6263",313,50
3,"13-980-8804",265,50
3,"14-115-8371",436,20
3,"14-305-5348",227,20
3,"14-305-9690",359,40
3,"14-331-3739",424,20
3,"14-489-8669",409,40
3,"14-681-7035",336,25
3,"14-836-2894",303,50
3,"14-844-4138",402,25
3,"15-045-8444",313,25
3,"15-082-9124",309,50
3,"15-144-9413",395,50
3,"15-169-8058",379,40
3,"15-240-6267",286,50
3,"15-562-3712",240,50
3,"15-679-3935",372,50
3,"15-762-1058",342,50
3,"15-796-3130",440,20
3,"15-797-4824",377,50
