"purchase_product_id","purchase_order_id","vendor_product_id","quantity_purchased","actual_unit_cost"
924,831,1332,499,"6.92"
925,1621,2557,462,"0.80"
926,1536,2266,346,"3.57"
927,118,410,417,"2.86"
928,217,526,362,"4.29"
929,225,598,462,"1.79"
930,893,1482,455,"1.79"
931,1101,1550,447,"5.60"
932,118,459,487,"7.69"
933,559,1002,323,"2.00"
934,1539,2260,376,"2.50"
935,125,371,487,"1.43"
936,1282,1926,302,"2.00"
937,213,577,491,"4.46"
938,6,86,316,"3.39"
939,12,16,438,"1.79"
940,670,1139,390,"2.80"
941,333,799,368,"1.60"
942,1454,2046,367,"1.04"
943,1891,2895,445,"2.00"
944,896,1461,448,"1.43"
945,218,497,353,"1.29"
946,342,735,439,"9.60"
947,1534,2295,333,"3.21"
948,1008,1528,319,"2.00"
949,224,612,417,"3.21"
950,459,936,341,"1.84"
951,1893,2845,382,"3.20"
952,2,109,396,"2.00"
953,221,658,341,"2.50"
954,1006,1542,326,"3.20"
955,760,1222,390,"3.57"
956,831,1324,499,"13.85"
957,222,621,460,"1.80"
958,129,336,398,"1.07"
959,222,564,486,"1.43"
960,1542,2326,419,"1.79"
961,664,1154,492,"2.60"
962,1624,2462,319,"3.18"
963,1194,1879,492,"3.20"
964,348,694,476,"0.16"
965,120,283,392,"0.86"
966,121,250,411,"1.43"
967,3,94,302,"2.14"
968,10,215,426,"0.16"
969,752,1228,496,"7.14"
970,1541,2329,301,"2.50"
971,122,296,457,"2.86"
972,230,668,495,"2.14"
973,555,1084,343,"7.20"
974,1100,1743,412,"15.38"
975,761,1260,417,"1.43"
976,1551,2278,419,"2.14"
977,446,885,323,"5.00"
978,1535,2202,327,"1.36"
979,565,1009,302,"8.00"
980,826,1334,430,"5.38"
981,1469,2124,391,"3.39"
982,1458,2092,397,"3.21"
983,1627,2609,372,"9.60"
984,1621,2392,401,"1.71"
985,1893,2877,447,"3.60"
986,223,565,336,"1.79"
987,1096,1668,319,"7.20"
988,213,507,375,"0.64"
989,555,982,369,"8.00"
990,216,592,479,"3.21"
991,912,1414,414,"3.21"
992,837,1277,316,"12.50"
993,1631,2487,317,"4.29"
994,35,44,438,"1.07"
995,155,258,423,"2.86"
996,23,49,454,"1.25"
997,577,980,356,"2.00"
998,39,164,392,"2.00"
999,1833,2710,413,"2.40"
1000,362,700,499,"0.80"
1001,1471,2061,462,"1.14"
1002,916,1473,485,"1.43"
1003,374,815,462,"2.40"
1004,252,637,368,"2.86"
1005,248,685,333,"4.29"
1006,1117,1635,481,"5.60"
1007,31,41,355,"1.07"
1008,1296,1960,395,"6.40"
1009,489,913,396,"12.50"
1010,1643,2428,431,"1.43"
1011,255,551,369,"1.79"
1012,1385,2033,500,"9.23"
1013,251,3013,307,"1.43"
1014,251,506,392,"0.71"
1015,1845,2772,307,"9.60"
1016,1639,2445,369,"1.07"
1017,24,238,388,"0.64"
1018,1559,2227,392,"4.29"
1019,377,819,418,"4.00"
1020,145,262,417,"3.21"
1021,145,364,323,"1.25"
1022,158,348,325,"2.50"
1023,494,935,351,"4.80"
1024,1728,2653,396,"18.75"
1025,1116,1722,490,"6.92"
1026,1561,2251,436,"1.43"
1027,24,53,381,"3.21"
1028,156,381,332,"2.46"
1029,152,316,439,"1.79"
1030,1016,3026,472,"2.14"
1031,1031,3012,473,"3.57"
1032,130,383,340,"1.64"
1033,1482,2158,339,"9.38"
1034,373,794,336,"2.40"
1035,1919,2874,440,"2.80"
1036,777,1181,352,"1.07"
1037,1647,2482,371,"1.07"
1038,252,531,452,"4.29"
1039,259,623,368,"3.57"
1040,1915,2891,434,"3.20"
1041,901,1432,330,"3.21"
1042,157,290,485,"2.14"
1043,1560,2248,422,"2.43"
1044,671,1158,480,"2.00"
1045,483,883,327,"7.50"
1046,244,638,414,"1.79"
1047,1918,2885,400,"3.60"
1048,234,589,414,"2.07"
1049,1122,1707,470,"4.62"
1050,904,1366,459,"4.80"
1051,241,579,489,"1.07"
1052,1210,1767,446,"3.12"
1053,1555,2286,372,"3.18"
1054,1022,1520,500,"4.80"
1055,1819,2738,428,"4.80"
1056,482,898,321,"9.38"
1057,1473,2157,328,"15.62"
1058,136,268,437,"1.29"
1059,1642,2550,379,"5.60"
1060,133,265,469,"2.86"
1061,1559,2314,456,"2.14"
1062,1114,1682,303,"9.23"
1063,1120,1633,315,"3.20"
1064,146,318,454,"3.18"
1065,238,582,478,"1.43"
1066,1129,1724,375,"4.62"
1067,235,527,360,"3.21"
1068,44,27,403,"3.21"
1069,1558,2362,452,"0.86"
1070,579,999,421,"2.00"
1071,374,857,336,"4.80"
1072,246,684,370,"2.14"
1073,1128,1648,409,"2.00"
1074,139,3034,362,"1.71"
1075,1399,1988,367,"4.62"
1076,910,1450,361,"1.43"
1077,21,21,360,"1.07"
1078,1560,2324,319,"1.29"
1079,1117,1573,357,"6.40"
1080,484,926,307,"3.20"
1081,1558,2341,363,"7.14"
1082,1924,2847,313,"4.00"
1083,589,1099,334,"7.20"
1084,904,1368,384,"1.44"
1085,1557,2253,318,"2.14"
1086,1558,2236,462,"5.00"
1087,1643,2411,354,"3.39"
1088,37,77,493,"1.43"
1089,236,681,330,"1.79"
1090,374,853,481,"2.56"
1091,580,1097,435,"4.80"
1092,781,1254,419,"1.07"
1093,20,124,356,"4.00"
1094,1830,2760,360,"3.20"
1095,1481,2145,386,"6.79"
1096,254,509,338,"1.79"
1097,153,491,479,"5.38"
1098,149,313,459,"1.43"
1099,910,1382,356,"3.20"
1100,833,1317,404,"4.62"
1101,486,866,307,"12.50"
1102,237,532,398,"3.57"
1103,140,454,484,"6.15"
1104,1560,2357,300,"70.31"
1105,1634,2410,337,"4.36"
1106,1556,2307,313,"4.29"
1107,1561,2301,424,"2.50"
1108,374,3023,436,"2.86"
1109,24,26,474,"3.21"
1110,254,602,326,"2.75"
1111,1648,2504,432,"3.07"
1112,832,1289,399,"13.12"
1113,1557,2197,379,"3.21"
1114,369,837,469,"3.20"
1115,235,576,302,"3.21"
1116,1208,1824,381,"3.36"
1117,1474,2067,346,"1.29"
1118,44,28,464,"2.29"
1119,1015,1517,336,"1.84"
1120,911,1404,434,"8.00"
1121,1648,2444,379,"1.07"
1122,1833,2756,431,"5.60"
1123,914,1442,329,"4.29"
1124,1114,1658,307,"2.40"
1125,144,474,450,"13.85"
1126,580,1050,397,"2.00"
1127,258,588,371,"2.14"
1128,134,346,304,"4.29"
1129,1112,1699,471,"13.85"
1130,1202,1842,362,"3.20"
1131,1632,2500,486,"1.43"
1132,903,1465,425,"1.07"
1133,1561,2198,409,"3.21"
1134,1556,2379,376,"3.21"
1135,242,591,324,"2.50"
1136,135,480,464,"6.15"
1137,836,1268,376,"5.00"
1138,1111,1725,384,"4.62"
1139,364,812,325,"3.20"
1140,1478,2105,355,"2.14"
1141,1633,2492,395,"1.79"
1142,24,205,324,"6.48"
1143,1124,1728,402,"13.85"
1144,247,560,324,"1.29"
1145,154,325,419,"2.14"
1146,1555,2217,359,"5.00"
1147,901,1384,334,"1.60"
1148,1916,2944,362,"3.20"
1149,1823,2731,421,"7.20"
1150,1556,2298,381,"3.57"
1151,1301,1934,459,"2.00"
1152,1724,2702,385,"19.38"
1153,1033,1547,327,"5.20"
1154,772,1174,349,"4.39"
1155,1558,2254,392,"2.14"
1156,838,1296,412,"3.12"
1157,1555,2381,465,"3.57"
1158,1033,1524,358,"1.44"
1159,384,768,303,"6.40"
1160,1556,2299,499,"3.43"
1161,1821,2802,329,"2.00"
1162,1633,2456,313,"1.96"
1163,1479,2192,369,"6.25"
1164,1558,2231,317,"2.14"
1165,477,888,336,"7.81"
1166,1844,2732,419,"2.00"
1167,1914,2868,385,"4.00"
1168,1726,2696,457,"5.00"
1169,1402,1992,466,"7.69"
1170,381,808,477,"7.20"
1171,574,996,309,"8.00"
1172,1200,1758,305,"13.12"
1173,138,467,317,"9.23"
1174,1127,1702,337,"6.15"
1175,375,851,389,"2.40"
1176,29,33,397,"3.21"
1177,915,1411,433,"1.43"
1178,364,825,338,"3.60"
1179,1198,1746,490,"15.62"
1180,680,1128,453,"2.00"
1181,1827,2824,349,"5.60"
1182,487,923,376,"3.20"
1183,361,721,458,"5.60"
1184,370,832,399,"4.00"
1185,142,390,448,"4.29"
1186,1018,1519,434,"2.00"
1187,1479,2050,454,"3.39"
1188,834,1322,470,"6.92"
1189,43,79,481,"4.29"
1190,382,817,322,"2.24"
1191,1558,2261,488,"1.43"
1192,145,360,441,"4.29"
1193,1727,2650,490,"6.25"
1194,364,822,358,"2.80"
1195,918,3022,450,"1.25"
1196,1020,1509,327,"4.80"
1197,158,440,401,"4.29"
1198,1115,1577,387,"2.00"
1199,137,385,325,"36.55"
1200,29,3024,442,"2.86"
1201,1740,2674,320,"15.94"
1202,35,84,312,"3.04"
1203,253,544,463,"4.21"
1204,1560,2364,332,"4.64"
1205,1559,2208,449,"2.86"
1206,767,3017,378,"2.00"
1207,1113,1605,444,"2.40"
1208,578,992,484,"1.84"
1209,1560,2290,484,"1.43"
1210,908,1377,408,"1.84"
1211,239,499,422,"7.14"
1212,26,145,333,"5.76"
1213,1399,2012,477,"13.85"
1214,1205,1762,321,"15.62"
1215,1474,2182,388,"9.38"
1216,916,1455,440,"1.07"
1217,38,135,425,"5.60"
1218,148,334,312,"4.29"
1219,369,843,423,"3.20"
1220,836,1278,409,"12.50"
1221,148,396,334,"1.79"
1222,1203,1749,494,"12.50"
1223,159,430,405,"2.86"
1224,1556,2255,368,"2.86"
1225,47,12,420,"1.07"
1226,1206,1779,408,"18.75"
1227,1555,2262,484,"7.14"
1228,364,828,456,"3.20"
1229,575,1065,335,"5.60"
1230,905,1486,398,"6.79"
1231,381,858,306,"4.00"
1232,1383,2028,382,"6.92"
1233,1126,1608,350,"0.80"
1234,252,553,357,"2.86"
1235,832,1358,343,"5.77"
1236,1203,1843,369,"2.00"
1237,1561,2323,456,"1.79"
1238,1724,3033,316,"3.29"
1239,1211,1828,426,"7.60"
1240,236,594,343,"1.79"
1241,147,380,377,"2.21"
1242,156,352,337,"4.29"
1243,1555,2380,480,"3.57"
1244,35,173,476,"2.40"
1245,1478,2077,452,"1.07"
1246,142,328,340,"2.86"
1247,45,75,350,"3.21"
1248,41,9,496,"1.43"
1249,256,597,451,"3.21"
1250,1914,2973,376,"5.60"
1251,1109,1641,395,"0.80"
1252,1034,1548,321,"1.44"
1253,25,81,384,"1.07"
1254,1830,2837,496,"7.36"
1255,240,562,314,"1.07"
1256,765,1175,349,"2.14"
1257,487,902,307,"13.12"
1258,1560,2310,314,"3.93"
1259,1382,2032,461,"5.38"
1260,910,1390,439,"4.80"
1261,1715,2677,315,"6.56"
1262,1557,2256,338,"2.14"
1263,23,24,458,"1.79"
1264,581,1080,317,"1.92"
1265,1555,2218,353,"4.29"
1266,495,946,377,"1.44"
1267,243,683,410,"1.29"
1268,1198,1805,368,"6.40"
1269,834,1347,366,"15.38"
1270,1130,1694,418,"8.85"
1271,907,1371,417,"1.60"
1272,1920,2876,333,"3.20"
1273,372,844,463,"3.20"
1274,1561,2246,495,"3.57"
1275,1111,1696,340,"5.38"
1276,1199,1812,364,"1.60"
1277,1473,2147,401,"4.75"
1278,1116,1623,353,"3.20"
1279,260,616,422,"3.21"
1280,1559,2336,333,"7.14"
1281,234,575,333,"7.14"
1282,1558,2315,462,"2.79"
1283,1295,1952,329,"1.40"
1284,149,415,416,"1.43"
1285,1121,1703,459,"13.85"
1286,837,1330,367,"7.69"
1287,1561,2342,307,"2.50"
1288,238,567,404,"2.14"
1289,159,260,372,"1.79"
1290,1834,2707,461,"2.40"
1291,1112,1704,465,"6.92"
1292,1557,2203,338,"7.14"
1293,1558,2245,392,"4.29"
1294,257,626,366,"4.29"
1295,917,1425,327,"3.57"
1296,245,569,379,"1.79"
1297,1647,2538,355,"7.20"
1298,584,1087,463,"0.80"
1299,832,1290,399,"7.50"
1300,245,522,426,"2.14"
1301,247,504,373,"3.93"
1302,44,69,330,"1.07"
1303,155,478,397,"15.38"
1304,376,821,331,"3.60"
1305,783,1182,337,"4.64"
1306,366,818,478,"4.80"
1307,1127,1733,369,"5.38"
1308,587,3008,458,"3.93"
1309,378,770,390,"5.60"
1310,1105,1645,487,"7.20"
1311,158,444,403,"1.75"
1312,360,741,337,"3.20"
1313,677,1118,500,"2.00"
1314,484,877,332,"12.50"
1315,1560,2337,458,"3.93"
1316,258,581,382,"38.44"
1317,249,559,392,"2.86"
1318,159,358,309,"1.43"
1319,1121,1736,410,"6.15"
1320,1479,2093,311,"1.43"
1321,257,513,381,"1.79"
1322,1473,2117,450,"1.07"
1323,1474,2109,488,"1.07"
1324,1823,3014,493,"1.14"
1325,914,1396,382,"3.20"
1326,147,299,478,"4.29"
1327,583,1036,409,"2.00"
1328,1558,2373,369,"4.36"
1329,236,661,428,"1.79"
1330,1111,1711,370,"8.85"
1331,248,539,457,"3.36"
1332,1107,1683,378,"15.38"
1333,673,1142,449,"2.40"
1334,1130,1589,471,"3.20"
1335,1840,2711,487,"7.12"
1336,31,113,389,"2.00"
1337,1105,1551,312,"6.40"
1338,150,312,482,"2.14"
1339,1023,1512,388,"2.00"
1340,1720,2681,483,"15.62"
1341,1560,2206,330,"3.57"
1342,235,556,365,"2.50"
1343,779,1179,312,"3.21"
1344,1560,2279,334,"3.21"
1345,377,859,386,"4.40"
1346,1559,2339,433,"2.04"
1347,237,672,361,"2.14"
1348,585,1071,322,"1.52"
1349,1116,1554,376,"3.20"
1350,917,1369,407,"5.20"
1351,589,1070,407,"2.00"
1352,1646,2399,467,"3.57"
1353,141,252,347,"3.57"
1354,769,1194,314,"7.14"
1355,1640,2486,339,"1.07"
1356,135,263,373,"1.43"
1357,1122,1732,313,"11.54"
1358,1472,3035,430,"0.86"
1359,479,891,478,"7.50"
1360,1644,2460,342,"1.79"
1361,151,400,429,"1.75"
1362,144,3007,396,"2.86"
1363,155,333,377,"5.00"
1364,486,864,448,"5.31"
1365,1725,2678,327,"5.00"
1366,1201,1778,336,"5.00"
1367,360,763,490,"4.00"
1368,1474,2101,304,"7.14"
1369,131,431,319,"3.21"
1370,1556,2222,362,"2.86"
1371,1299,1927,393,"1.40"
1372,367,706,464,"5.60"
1373,244,517,382,"1.43"
1374,1919,2954,380,"2.48"
1375,490,938,376,"4.00"
1376,135,406,486,"2.50"
1377,251,659,497,"4.43"
1378,832,1341,500,"5.77"
1379,1915,2875,460,"2.80"
1380,1639,2477,357,"3.39"
1381,1122,1727,439,"6.15"
1382,151,369,493,"3.21"
1383,1208,1807,409,"2.00"
1384,1637,2393,310,"1.07"
1385,257,525,306,"3.57"
1386,385,714,327,"4.80"
1387,763,1221,312,"1.07"
1388,1402,2008,490,"6.92"
1389,1561,2270,332,"3.21"
1390,906,1403,427,"5.20"
1391,1560,2234,421,"1.50"
1392,679,1126,495,"3.20"
1393,1635,2531,333,"4.00"
1394,1298,1968,301,"4.80"
1395,495,900,476,"6.25"
1396,1118,1712,311,"5.15"
1397,1845,2805,356,"5.60"
1398,1920,2921,482,"7.20"
1399,370,852,444,"4.80"
1400,1199,1872,419,"4.80"
1401,1919,2861,482,"2.80"
1402,246,652,336,"2.14"
1403,1555,2350,409,"4.29"
1404,1840,2801,439,"1.40"
1405,144,413,499,"2.14"
1406,42,172,399,"0.80"
1407,248,673,439,"1.43"
1408,1303,3032,362,"10.94"
1409,29,151,494,"6.40"
1410,1831,2745,408,"7.20"
1411,1646,2549,411,"2.32"
1412,1471,2148,389,"3.12"
1413,1632,2417,357,"1.07"
1414,832,1310,315,"9.69"
1415,1117,1723,350,"6.92"
1416,1715,2669,369,"9.38"
1417,1394,2031,351,"7.69"
1418,1557,2330,376,"1.71"
1419,43,181,494,"2.00"
1420,906,1454,381,"1.07"
1421,1631,2643,332,"9.44"
1422,1385,2021,329,"5.77"
1423,770,1233,461,"3.21"
1424,380,855,392,"2.80"
1425,910,1471,392,"1.43"
1426,47,148,322,"1.96"
1427,1641,2546,450,"3.20"
1428,1130,1718,495,"13.85"
1429,1641,2478,464,"1.79"
1430,140,464,493,"5.38"
1431,1476,2153,328,"12.50"
1432,239,600,308,"1.79"
1433,23,6,302,"1.43"
1434,237,603,379,"1.79"
1435,140,284,396,"2.86"
1436,1843,2817,348,"0.80"
1437,147,378,447,"2.86"
1438,1475,2133,358,"3.57"
1439,1557,2205,354,"4.29"
1440,910,1470,425,"1.07"
1441,1557,2302,405,"2.14"
1442,1555,2287,337,"3.93"
1443,1555,2268,375,"2.14"
1444,1398,2007,336,"7.69"
1445,1834,2780,472,"1.36"
1446,1637,2583,344,"3.20"
1447,1296,1965,458,"0.64"
1448,672,1164,320,"4.00"
1449,1111,1576,439,"4.80"
1450,915,1387,443,"1.60"
1451,26,132,433,"3.28"
1452,585,1037,314,"3.84"
1453,915,1388,423,"2.00"
1454,138,486,357,"11.54"
1455,1394,2011,469,"5.77"
1456,1916,2920,340,"7.20"
1457,489,911,467,"5.00"
1458,1555,2289,479,"1.79"
1459,383,838,428,"4.00"
1460,1920,2978,476,"1.92"
1461,675,1125,476,"4.40"
1462,1914,2878,380,"3.20"
1463,1648,2548,486,"1.60"
1464,834,1311,315,"15.81"
1465,483,928,462,"8.00"
1466,1643,2511,301,"2.00"
1467,1481,2104,393,"3.21"
1468,253,641,365,"1.79"
1469,1642,2423,318,"6.79"
1470,139,257,370,"2.14"
1471,372,835,331,"2.40"
1472,238,3030,400,"1.43"
1473,678,1129,422,"3.36"
1474,1822,2810,300,"7.36"
1475,244,648,418,"3.14"
1476,834,1295,453,"15.62"
1477,237,617,486,"2.86"
1478,155,417,460,"2.86"
1479,252,3029,307,"1.04"
1480,254,601,353,"2.86"
1481,1202,1777,321,"12.50"
1482,1915,2946,391,"0.80"
1483,1016,1538,343,"2.00"
1484,236,574,317,"2.14"
1485,1827,2783,391,"1.40"
1486,1029,1525,358,"5.20"
1487,1121,1709,459,"7.69"
1488,1030,1539,450,"2.00"
1489,1556,2212,416,"3.93"
1490,676,1144,370,"3.20"
1491,1634,2524,491,"6.40"
1492,238,619,385,"0.71"
1493,362,862,489,"4.00"
1494,1921,2894,429,"3.20"
1495,1116,1596,312,"5.60"
1496,1478,2075,314,"1.43"
1497,235,635,409,"2.50"
1498,1482,2144,492,"1.43"
1499,907,1394,485,"5.20"
1500,1305,1953,381,"1.96"
1501,1740,2660,447,"9.69"
1502,1019,1523,372,"3.20"
1503,134,306,447,"2.14"
1504,917,1447,371,"6.79"
1505,909,1391,400,"1.84"
1506,485,933,378,"1.84"
1507,1847,2828,421,"2.40"
1508,1645,2593,450,"1.92"
1509,141,279,426,"1.79"
1510,833,1298,499,"7.50"
1511,1300,1967,397,"0.72"
1512,256,549,327,"0.71"
1513,915,1451,478,"3.57"
1514,479,954,323,"5.20"
1515,20,7,449,"1.25"
1516,1303,1980,333,"3.28"
1517,834,1307,493,"19.06"
1518,832,1354,309,"6.92"
1519,1477,2161,314,"7.50"
1520,1555,2375,467,"3.93"
1521,43,214,451,"7.12"
1522,767,1208,415,"3.14"
1523,471,868,484,"15.62"
1524,1836,2826,438,"4.96"
1525,834,1325,391,"9.23"
1526,1916,2996,498,"0.80"
1527,1924,2896,383,"2.00"
1528,259,669,326,"1.82"
1529,494,910,416,"12.50"
1530,1555,2243,367,"2.50"
1531,154,441,356,"1.77"
1532,45,150,383,"2.00"
1533,1555,2207,412,"2.14"
1534,35,3025,386,"4.21"
1535,46,165,303,"2.40"
1536,1633,3015,356,"3.14"
1537,1388,2027,464,"4.62"
1538,482,919,375,"5.20"
1539,901,1413,483,"1.79"
1540,769,1216,375,"3.39"
1541,1556,2195,386,"1.79"
1542,38,73,319,"3.39"
1543,1558,2343,331,"2.79"
1544,1558,2257,415,"3.93"
1545,1561,2346,494,"3.21"
1546,1474,2120,361,"3.00"
1547,1922,2892,347,"3.20"
1548,1922,2879,400,"2.24"
1549,678,1124,396,"4.00"
1550,1721,2680,483,"12.50"
1551,1639,2424,439,"1.07"
1552,1632,2412,461,"6.79"
1553,1739,2684,416,"6.44"
1554,157,248,306,"4.29"
1555,30,140,477,"1.36"
1556,1560,2284,305,"3.93"
1557,1398,2001,414,"5.77"
1558,1207,1820,329,"0.64"
1559,150,382,328,"2.14"
1560,385,702,420,"2.00"
1561,678,1153,463,"4.00"
1562,151,443,319,"1.79"
1563,1647,2641,493,"0.80"
1564,147,300,319,"2.11"
1565,472,925,408,"8.00"
1566,674,1137,336,"4.00"
1567,1113,1593,395,"6.40"
1568,1561,2221,300,"5.00"
1569,141,362,305,"1.79"
1570,157,270,331,"2.14"
1571,25,74,317,"1.79"
1572,256,536,454,"3.57"
1573,1560,2368,437,"1.79"
1574,1388,1981,481,"7.69"
1575,159,264,442,"3.57"
1576,1400,2016,454,"6.92"
1577,259,639,471,"4.29"
1578,833,1269,360,"7.81"
1579,41,231,495,"1.52"
1580,244,545,446,"3.57"
1581,1477,2118,364,"1.89"
1582,581,1010,324,"8.00"
1583,244,519,427,"3.57"
1584,241,521,314,"3.57"
1585,1555,2259,330,"2.14"
1586,140,387,373,"3.93"
1587,482,943,336,"5.20"
1588,254,570,498,"2.07"
1589,1391,2010,495,"4.62"
1590,579,1006,480,"3.20"
1591,135,287,406,"4.07"
1592,480,932,303,"1.44"
1593,1560,2220,464,"2.75"
1594,243,546,420,"1.79"
1595,475,920,337,"4.00"
1596,1561,2201,469,"5.71"
1597,152,314,374,"1.79"
1598,1017,1537,486,"1.60"
1599,1110,1740,481,"13.85"
1600,370,704,303,"2.00"
1601,157,420,456,"1.75"
1602,835,1350,493,"11.54"
1603,1119,1563,337,"0.64"
1604,902,1426,389,"3.04"
1605,1201,1796,385,"0.16"
1606,1472,2041,350,"3.21"
1607,30,118,340,"3.20"
1608,918,1460,349,"3.07"
1609,1471,2078,334,"3.21"
1610,1555,2200,455,"3.93"
1611,1129,1651,411,"6.40"
1612,1560,2224,445,"3.18"
1613,491,960,366,"2.00"
1614,1632,2479,370,"1.07"
1615,378,765,404,"5.68"
1616,150,363,301,"4.29"
1617,260,543,339,"1.43"
1618,248,586,410,"9.99"
1619,148,425,499,"1.79"
1620,156,428,303,"5.71"
1621,1482,2193,406,"18.75"
1622,21,51,327,"2.14"
1623,590,1053,454,"1.88"
1624,1561,2229,399,"3.93"
1625,1725,2698,465,"7.50"
1626,378,814,370,"2.40"
1627,1199,1755,358,"5.00"
1628,770,1240,436,"3.11"
1629,590,1018,415,"0.80"
1630,239,584,332,"1.75"
1631,242,650,350,"3.57"
1632,904,3021,394,"4.14"
1633,1633,2446,381,"4.46"
1634,1715,2687,372,"5.00"
1635,1641,2628,322,"0.64"
1636,238,660,391,"3.07"
1637,1634,2616,482,"3.20"
1638,1722,2668,470,"3.12"
1639,1478,2063,305,"2.14"
1640,242,642,363,"3.21"
1641,1294,1961,459,"9.60"
1642,1206,1787,359,"1.96"
1643,249,533,376,"0.64"
1644,907,3031,303,"6.92"
1645,1120,1624,458,"0.16"
1646,767,1257,354,"1.79"
1647,1199,1754,470,"12.50"
1648,23,126,417,"3.20"
1649,1475,2114,470,"1.29"
1650,1119,1675,405,"9.60"
1651,1120,1693,448,"11.54"
1652,1819,3009,436,"2.50"
1653,905,1420,420,"1.07"
1654,251,552,313,"3.43"
1655,1470,2135,348,"7.14"
1656,373,764,412,"1.40"
1657,586,1110,404,"2.04"
1658,1643,2629,326,"0.80"
1659,159,327,366,"3.36"
1660,675,1132,382,"2.00"
1661,772,1223,361,"7.14"
1662,382,720,409,"2.00"
1663,1646,2485,368,"1.29"
1664,912,1417,464,"1.79"
1665,381,715,401,"0.80"
1666,136,259,478,"3.71"
1667,373,834,362,"4.00"
1668,1561,2242,305,"1.79"
1669,159,403,337,"7.14"
1670,1211,1782,473,"6.25"
1671,1559,2214,500,"2.14"
1672,917,3028,391,"4.29"
1673,678,1149,302,"2.00"
1674,136,424,328,"1.07"
1675,1637,2387,453,"1.79"
1676,253,558,482,"47.54"
1677,1833,2816,331,"2.00"
1678,378,805,303,"3.28"
1679,914,1423,363,"6.79"
1680,237,664,398,"2.86"
1681,1648,2481,343,"3.39"
1682,586,1092,410,"5.60"
1683,137,453,438,"5.38"
1684,472,945,441,"1.44"
1685,1475,2082,492,"3.21"
1686,1638,2448,478,"1.43"
1687,483,952,358,"5.20"
1688,583,1008,426,"2.00"
1689,148,372,350,"3.21"
1690,238,613,372,"30.41"
1691,381,861,346,"2.00"
1692,1836,2730,323,"2.00"
1693,1395,3019,314,"1.43"
1694,28,130,421,"0.16"
1695,472,944,437,"1.60"
1696,1477,2100,364,"3.39"
1697,1718,2661,328,"6.25"
1698,1208,1854,326,"5.76"
1699,1471,2054,469,"1.96"
1700,836,1352,422,"11.54"
1701,1736,2679,320,"15.62"
1702,131,272,396,"1.43"
1703,475,895,413,"9.38"
1704,679,1148,493,"4.80"
1705,902,1398,318,"2.00"
1706,1032,1514,376,"4.00"
1707,1827,2813,469,"1.60"
1708,234,682,397,"3.21"
1709,140,337,496,"1.43"
1710,782,1255,348,"1.79"
1711,783,1252,456,"1.93"
1712,679,1159,377,"2.40"
1713,159,442,335,"2.14"
1714,671,1127,353,"2.56"
1715,765,1263,324,"1.07"
1716,1385,2015,387,"6.92"
1717,148,277,396,"1.43"
1718,151,308,318,"3.57"
1719,837,3020,459,"2.50"
1720,902,1478,310,"1.79"
1721,905,1418,327,"1.43"
1722,480,950,386,"3.20"
1723,1383,1990,373,"7.69"
1724,774,1191,307,"1.79"
1725,1020,1531,419,"1.44"
1726,1391,2013,451,"13.85"
1727,836,1302,441,"6.25"
1728,153,391,429,"3.21"
1729,44,189,482,"0.16"
1730,1561,2365,464,"3.57"
1731,1913,3005,385,"4.88"
1732,1305,1958,413,"5.60"
1733,680,1151,420,"3.20"
1734,1126,1739,360,"11.54"
1735,241,518,412,"1.43"
1736,36,95,500,"4.54"
1737,31,85,457,"1.96"
1738,1912,2872,328,"4.00"
1739,1202,1747,364,"3.31"
1740,144,323,356,"2.14"
1741,1632,2508,419,"4.50"
1742,142,376,433,"3.21"
1743,373,786,391,"1.96"
1744,1634,2559,342,"7.20"
1745,251,611,437,"7.14"
1746,590,995,453,"2.00"
1747,140,445,338,"4.29"
1748,1475,2154,472,"12.50"
1749,242,599,394,"2.86"
1750,1120,1691,400,"11.54"
1751,137,427,410,"2.86"
1752,834,1359,393,"5.77"
1753,1558,2265,425,"2.86"
1754,478,921,474,"5.20"
1755,1473,2191,319,"9.38"
1756,250,535,303,"3.57"
1757,1477,2138,377,"3.39"
1758,29,5,318,"6.96"
1759,1560,2332,415,"0.86"
1760,1300,1902,328,"1.92"
1761,474,904,305,"9.38"
1762,674,1120,494,"2.80"
1763,585,990,456,"1.60"
1764,1472,2190,308,"9.31"
1765,1555,2312,478,"3.21"
1766,1399,1999,308,"5.23"
1767,132,345,388,"2.14"
1768,139,304,478,"1.43"
1769,1641,2564,427,"5.60"
1770,1557,2230,363,"1.43"
1771,133,468,493,"6.92"
1772,916,1501,338,"6.79"
1773,245,540,334,"1.79"
1774,1830,2764,329,"3.20"
1775,153,416,379,"1.79"
1776,255,503,331,"1.36"
1777,1837,2715,411,"1.88"
1778,835,1288,324,"15.78"
1779,149,377,423,"0.71"
1780,768,1256,490,"3.39"
1781,674,1119,382,"4.80"
1782,1480,2079,495,"1.79"
1783,908,1421,302,"1.07"
1784,901,1405,463,"1.44"
1785,1634,2385,349,"6.79"
1786,22,3027,491,"3.57"
1787,918,3010,496,"1.43"
1788,1109,1644,480,"3.20"
1789,38,60,425,"4.46"
1790,1392,1987,433,"11.54"
1791,366,807,408,"3.36"
1792,143,356,487,"4.29"
1793,915,1379,320,"4.80"
1794,240,675,450,"0.86"
1795,917,1399,394,"2.00"
1796,1643,2437,445,"1.43"
1797,132,349,316,"0.71"
